candidate_id,artist,title,country,expected_year,style,youtube_artist_name,spotify_track_id,primary_artist_id,primary_artist_url,spotify_url,spotify_title,spotify_artists,spotify_album,spotify_release_date,spotify_isrc,spotify_duration_ms,spotify_api_popularity,validation_status,validation_notes,artist_monthly_listeners,artist_monthly_listeners_captured_at,artist_monthly_listeners_source,artist_monthly_listeners_fetch_error,stream_count,captured_at,source_note,stream_count_censored,spotify_metric,spotify_metric_value,spotify_percentile,spotify_tier,spotify_log10_popularity,spotify_magnitude_tier,spotify_magnitude_cluster_center,spotify_magnitude_distance_to_center
M046,Orphaned Land,Like Orpheus,Israel,2018,heavy metal,,2xT6dOB9HTQgP4WoR5ByI2,7xTMxqAmbtE0Nce5lz7t0h,https://open.spotify.com/artist/7xTMxqAmbtE0Nce5lz7t0h,https://open.spotify.com/track/2xT6dOB9HTQgP4WoR5ByI2,Like Orpheus,Orphaned Land,Unsung Prophets And Dead Messiahs,2018-01-26,US4E41848607,274500,,OK,,28978,2026-06-29T19:38:38+00:00,Spotify public artist page,,,,Spotify desktop album page,no,artist_monthly_listeners,28978,50.00,Middle,4.462083,Middle,4.092167,0.369917
M047,The HU,Wolf Totem,Mongolia,2018,heavy metal,,7LSn5it9bQhJqyfEq1PM3l,0b2B3PwcYzQAhuJacmcYgc,https://open.spotify.com/artist/0b2B3PwcYzQAhuJacmcYgc,https://open.spotify.com/track/7LSn5it9bQhJqyfEq1PM3l,Wolf Totem,The HU,The Gereg (Deluxe Edition),2020-07-10,TCADY1880557,338000,,OK,,1657676,2026-06-29T19:38:38+00:00,Spotify public artist page,,,,Spotify desktop album page,no,artist_monthly_listeners,1657676,89.76,High,6.219500,High,5.895970,0.323530
M048,Against Evil,The Sound of Violence,India,2021,heavy metal,,6Ehb1g3Qq47TqN4CSHaYUF,7KidUKr9UKzJ7SA5RZYCy9,https://open.spotify.com/artist/7KidUKr9UKzJ7SA5RZYCy9,https://open.spotify.com/track/6Ehb1g3Qq47TqN4CSHaYUF,The Sound of Violence,Against Evil,End of the Line,2021-05-14,uscgh2193288,248553,,OK,,450,2026-06-29T19:38:38+00:00,Spotify public artist page,,,,Spotify desktop album page,no,artist_monthly_listeners,450,6.63,Low,2.654177,Low,2.738456,0.084280
M049,Kryptos,Full Throttle,India,2019,heavy metal,,4AseGgv9fiVNeGC7cSU3u2,0SmK0Nh1fuDYGSGWDI3eVh,https://open.spotify.com/artist/0SmK0Nh1fuDYGSGWDI3eVh,https://open.spotify.com/track/4AseGgv9fiVNeGC7cSU3u2,Full Throttle,Kryptos,"All for Metal, Vol. 5",2018-06-22,DEU601606525,230964,,OK,,13832,2026-06-29T19:38:38+00:00,Spotify public artist page,,,,Spotify desktop album page,no,artist_monthly_listeners,13832,39.16,Middle,4.140916,Middle,4.092167,0.048750
M050,LORD,United,Australia,2019,power metal,,7yqjpBncd99OTk5EMWGUBT,6mLDXLOEh4fcvxm5ICKfhE,https://open.spotify.com/artist/6mLDXLOEh4fcvxm5ICKfhE,https://open.spotify.com/track/7yqjpBncd99OTk5EMWGUBT,United,LORD,United,2019-03-01,AUDI31900001,297670,,OK,,3073,2026-06-29T19:38:38+00:00,Spotify public artist page,,,,Spotify desktop album page,no,artist_monthly_listeners,3073,16.27,Low,3.487704,Middle,4.092167,0.604463
M051,Black Majesty,Children of the Abyss,Australia,2018,power metal,,1ZhdwkddsbYGqrUa8duXir,2DPNTAyCLXZ7EZqFaESe4q,https://open.spotify.com/artist/2DPNTAyCLXZ7EZqFaESe4q,https://open.spotify.com/track/1ZhdwkddsbYGqrUa8duXir,Children of the Abyss,Black Majesty,Children of the Abyss,2018-09-21,DEUJ61800136,275874,,OK,,6794,2026-06-29T19:38:38+00:00,Spotify public artist page,,,,Spotify desktop album page,no,artist_monthly_listeners,6794,27.11,Buffer,3.832189,Middle,4.092167,0.259977
M052,Elm Street,Heart Racer,Australia,2016,heavy metal,,7MAPT8Clft06t6fV1aVlpb,7GZ2pCmZ6H5vrdfB41vCoy,https://open.spotify.com/artist/7GZ2pCmZ6H5vrdfB41vCoy,https://open.spotify.com/track/7MAPT8Clft06t6fV1aVlpb,Heart Racer,Elm Street,Knock 'Em Out - With a Metal Fist,2016-06-24,DER371694907,328733,,OK,,5565,2026-06-29T19:38:38+00:00,Spotify public artist page,,,,Spotify desktop album page,no,artist_monthly_listeners,5565,24.70,Low,3.745543,Middle,4.092167,0.346623
M053,Striker,Born to Lose,Canada,2018,heavy metal,,5af4KHpLHbuQd4GtfhNawR,0lwL1Cu96Wvy1hMwfLqHHC,https://open.spotify.com/artist/0lwL1Cu96Wvy1hMwfLqHHC,https://open.spotify.com/track/5af4KHpLHbuQd4GtfhNawR,Born to Lose,Striker,Striker,2017-02-24,ushm91606177,239920,,OK,,9273,2026-06-29T19:38:38+00:00,Spotify public artist page,,,,Spotify desktop album page,no,artist_monthly_listeners,9273,31.93,Buffer,3.967267,Middle,4.092167,0.124900
M054,Skull Fist,Better Late Than Never,Canada,2018,heavy metal,,1RtW5EA4LO7nZHrgmgxCnJ,6V6MyDcytW48stIykhH937,https://open.spotify.com/artist/6V6MyDcytW48stIykhH937,https://open.spotify.com/track/1RtW5EA4LO7nZHrgmgxCnJ,Better Late Than Never,Skull Fist,Way of the Road,2018-10-26,ATN261807207,287173,,OK,,27621,2026-06-29T19:38:38+00:00,Spotify public artist page,,,,Spotify desktop album page,no,artist_monthly_listeners,27621,48.80,Middle,4.441255,Middle,4.092167,0.349088
M055,Traveler,Starbreaker,Canada,2019,heavy metal,,6qCGoSR3V84W2pukqjC9rL,7G0UdhtXkdKanSod5KutP0,https://open.spotify.com/artist/7G0UdhtXkdKanSod5KutP0,https://open.spotify.com/track/6qCGoSR3V84W2pukqjC9rL,Starbreaker,Traveler,Traveler,2019-02-22,ITI291901101,341293,,OK,,5241,2026-06-29T19:38:38+00:00,Spotify public artist page,,,,Spotify desktop album page,no,artist_monthly_listeners,5241,23.49,Low,3.719497,Middle,4.092167,0.372670
M056,Jorn,Life on Death Road,Norway,2017,heavy metal,,303jLr2JVLP41JBaSANWFm,5SaDyTQkjAAdrsmhPzrmw2,https://open.spotify.com/artist/5SaDyTQkjAAdrsmhPzrmw2,https://open.spotify.com/track/303jLr2JVLP41JBaSANWFm,Life on Death Road,Jorn,Life on Death Road,2017-06-02,ITG271700542,439880,,OK,,273300,2026-06-29T19:38:38+00:00,Spotify public artist page,,,,Spotify desktop album page,no,artist_monthly_listeners,273300,69.28,Buffer,5.436641,High,5.895970,0.459329
M057,Communic,The Bottom Deep,Norway,2011,heavy metal,,2cYQ1F6AR6OzuV7r6xiLIc,56w3AIFmUXAMlij4gvgEMF,https://open.spotify.com/artist/56w3AIFmUXAMlij4gvgEMF,https://open.spotify.com/track/2cYQ1F6AR6OzuV7r6xiLIc,The Bottom Deep,Communic,The Bottom Deep,2011-07-22,DED831100103,158506,,OK,,3125,2026-06-29T19:38:38+00:00,Spotify public artist page,,,,Spotify desktop album page,no,artist_monthly_listeners,3125,17.47,Low,3.494989,Middle,4.092167,0.597178
M058,Volbeat,The Devil's Bleeding Crown,Denmark,2016,heavy metal,,3TjQAc2PzWzlSDrnq61J1y,0L5fC7Ogm2YwgqVCRcF1bT,https://open.spotify.com/artist/0L5fC7Ogm2YwgqVCRcF1bT,https://open.spotify.com/track/3TjQAc2PzWzlSDrnq61J1y,The Devil's Bleeding Crown,Volbeat,Seal The Deal & Let's Boogie (Deluxe),2016-06-03,DKNE11600101,238653,,OK,,4886124,2026-06-29T19:38:38+00:00,Spotify public artist page,,,,Spotify desktop album page,no,artist_monthly_listeners,4886124,94.58,High,6.688965,High,5.895970,0.792995
M059,Iron Fire,Among the Dead,Denmark,2016,power metal,,02sRzXuXZBwnfEQEuDmMWn,2wUYahgemhGsBv9a51NfTn,https://open.spotify.com/artist/2wUYahgemhGsBv9a51NfTn,https://open.spotify.com/track/02sRzXuXZBwnfEQEuDmMWn,Among the Dead,Iron Fire,Among the Dead,2016-09-16,NOXPF1601020,251173,,OK,,7492,2026-06-29T19:38:38+00:00,Spotify public artist page,,,,Spotify desktop album page,no,artist_monthly_listeners,7492,28.31,Buffer,3.874656,Middle,4.092167,0.217511
M060,Pyramaze,Disciples of the Sun,Denmark,2015,power metal,,15y18CCQL1zxTjZHB4xdJU,23jSIm8VfKV2HaQJtfR3PK,https://open.spotify.com/artist/23jSIm8VfKV2HaQJtfR3PK,https://open.spotify.com/track/15y18CCQL1zxTjZHB4xdJU,Disciples of the Sun,Pyramaze,Disciples of the Sun,2015-05-22,TCACF1554666,234200,,OK,,31204,2026-06-29T19:38:38+00:00,Spotify public artist page,,,,Spotify desktop album page,no,artist_monthly_listeners,31204,51.20,Middle,4.494224,Middle,4.092167,0.402058
M061,Iron Mask,Tree of the World,Belgium,2020,power metal,,1LO7BHOGUsNPtsquVhx2Ys,4fHO1843WfhVrQkRKO555M,https://open.spotify.com/artist/4fHO1843WfhVrQkRKO555M,https://open.spotify.com/track/1LO7BHOGUsNPtsquVhx2Ys,Tree of the World,Iron Mask,Master of Masters,2020-12-04,DEU602008914,286986,,OK,,15670,2026-06-29T19:38:38+00:00,Spotify public artist page,,,,Spotify desktop album page,no,artist_monthly_listeners,15670,42.77,Middle,4.195097,Middle,4.092167,0.102930
M062,Fireforce,Combat Metal,Belgium,2014,heavy metal,,6O3eQ6rVO2wOptHkAfWNEL,51hq2WvXCCc1z4ygbN4FFV,https://open.spotify.com/artist/51hq2WvXCCc1z4ygbN4FFV,https://open.spotify.com/track/6O3eQ6rVO2wOptHkAfWNEL,Combat Metal,Fireforce,Deathbringer,2014-06-20,DET271214403,259346,,OK,,1479,2026-06-29T19:38:38+00:00,Spotify public artist page,,,,Spotify desktop album page,no,artist_monthly_listeners,1479,12.65,Low,3.170262,Low,2.738456,0.431806
M063,Existance,Heavy Metal Fury,France,2016,heavy metal,,07obh8qfggtUWx5leUuDrf,75G0mByTO4R4eFmYdJs6ax,https://open.spotify.com/artist/75G0mByTO4R4eFmYdJs6ax,https://open.spotify.com/track/07obh8qfggtUWx5leUuDrf,Heavy Metal Fury,Existance,Breaking the Rock,2016-10-15,FR26V1647792,297000,,OK,,1552,2026-06-29T19:38:38+00:00,Spotify public artist page,,,,Spotify desktop album page,no,artist_monthly_listeners,1552,13.86,Low,3.191171,Low,2.738456,0.452715
M064,Sortilège,Messager - 2021,France,2021,heavy metal,,4tIMFWs6e4BMCsudGF7JQL,2mUthKsZa1UWKvbAcJWQ2U,https://open.spotify.com/artist/2mUthKsZa1UWKvbAcJWQ2U,https://open.spotify.com/track/4tIMFWs6e4BMCsudGF7JQL,Messager - 2021,Sortilège,Phoenix,2021-08-27,FR7Z82100061,279520,,OK,,14158,2026-06-29T19:38:38+00:00,Spotify public artist page,,,,Spotify desktop album page,no,artist_monthly_listeners,14158,40.36,Middle,4.151033,Middle,4.092167,0.058866
M065,Attick Demons,City of Golden Gates,Portugal,2016,heavy metal,,6BZwg1KPw2Rl0sSzE8yGNc,5mf3WLEtrRlKH453i2mgXk,https://open.spotify.com/artist/5mf3WLEtrRlKH453i2mgXk,https://open.spotify.com/track/6BZwg1KPw2Rl0sSzE8yGNc,City of Golden Gates,Attick Demons,Atlantis,2012,DEZ902000395,317680,,OK,,835,2026-06-29T19:38:38+00:00,Spotify public artist page,,,,Spotify desktop album page,no,artist_monthly_listeners,835,11.45,Low,2.922206,Low,2.738456,0.183750
M066,Trooper,Destin,Romania,2013,heavy metal,,3THTf3wxzIhruAXH9Qh0g5,3nQoVVNwutGfczOpMK7HTd,https://open.spotify.com/artist/3nQoVVNwutGfczOpMK7HTd,https://open.spotify.com/track/3THTf3wxzIhruAXH9Qh0g5,Destin,Trooper,Stefan cel Mare - Poemele Moldovei,2018-08-31,ROA018003294,197771,,OK,,12617,2026-06-29T19:38:38+00:00,Spotify public artist page,,,,Spotify desktop album page,no,artist_monthly_listeners,12617,37.95,Middle,4.100991,Middle,4.092167,0.008824
M067,Pentagram,Geçmişin Yükü,Turkey,2012,heavy metal,,11DYAaYg2bXqa2Vr8OpS4z,1Xz8iP9Dvl5uI88iraOhs7,https://open.spotify.com/artist/1Xz8iP9Dvl5uI88iraOhs7,https://open.spotify.com/track/11DYAaYg2bXqa2Vr8OpS4z,Geçmişin Yükü,Pentagram,MMXII,2012-04-29,TRA161200036,304426,,OK,,198966,2026-06-29T19:38:38+00:00,Spotify public artist page,,,,Spotify desktop album page,no,artist_monthly_listeners,198966,62.05,Middle,5.298781,High,5.895970,0.597189
M068,Aria,Точка невозврата,Russia,2014,heavy metal,Ария,4F2x1O03ARdVHwUgbkVlBa,0ICn3Cbc4mMeLmTvwnqXYu,https://open.spotify.com/artist/0ICn3Cbc4mMeLmTvwnqXYu,https://open.spotify.com/track/4F2x1O03ARdVHwUgbkVlBa,Точка невозврата,Aria,Через все времена,2014-11-27,RUB241445506,310546,,OK,,183691,2026-06-29T19:38:38+00:00,Spotify public artist page,,,,Spotify desktop album page,no,artist_monthly_listeners,183691,59.64,Middle,5.264090,High,5.895970,0.631880
M069,Epidemia,Выбор есть!,Russia,2018,power metal,Эпидемия,6DxYqQP095L38pVc5hXLdU,7GQkGMp7NcATMCru95ES3N,https://open.spotify.com/artist/7GQkGMp7NcATMCru95ES3N,https://open.spotify.com/track/6DxYqQP095L38pVc5hXLdU,Выбор есть!,Epidemia,Легенда Ксентарона,2018-02-08,TCADL1891398,273860,,OK,,15174,2026-06-29T19:38:38+00:00,Spotify public artist page,,,,Spotify desktop album page,no,artist_monthly_listeners,15174,41.57,Middle,4.181129,Middle,4.092167,0.088962
M070,Sunrise,Tower of Fear,Ukraine,2016,power metal,,0rVS03RFAfLm0HzOpuGeR6,5KoM1czSEh1VGnySR3h2n4,https://open.spotify.com/artist/5KoM1czSEh1VGnySR3h2n4,https://open.spotify.com/track/0rVS03RFAfLm0HzOpuGeR6,Tower of Fear,Sunrise,Absolute Clarity,2016-01-19,FR2X41738859,289044,,OK,,4515,2026-06-29T19:38:38+00:00,Spotify public artist page,,,,Spotify desktop album page,no,artist_monthly_listeners,4515,19.88,Low,3.654754,Middle,4.092167,0.437413
M071,Agora,En la Nada,Mexico,2011,heavy metal,,23ILYQwmx0J8eSPjltEb6L,6rYc6WImdfhd7wtSFp1jb3,https://open.spotify.com/artist/6rYc6WImdfhd7wtSFp1jb3,https://open.spotify.com/track/23ILYQwmx0J8eSPjltEb6L,En la Nada,Agora,Regresa al Vértigo,2011-05-12,MX2661100032,281835,,OK,,11477,2026-06-29T19:38:38+00:00,Spotify public artist page,,,,Spotify desktop album page,no,artist_monthly_listeners,11477,35.54,Buffer,4.059866,Middle,4.092167,0.032300
M072,Helker,Fight,Argentina,2013,heavy metal,,4Qqz7qQIF2IPuAOnS92SKJ,73UaCOx7zJtZ8HlEjTnb0Z,https://open.spotify.com/artist/73UaCOx7zJtZ8HlEjTnb0Z,https://open.spotify.com/track/4Qqz7qQIF2IPuAOnS92SKJ,Fight,Helker,Firesoul,2017-05-05,DEU601706780,192200,,OK,,8520,2026-06-29T19:38:38+00:00,Spotify public artist page,,,,Spotify desktop album page,no,artist_monthly_listeners,8520,30.72,Buffer,3.930491,Middle,4.092167,0.161676
M073,Deadline,Bloodbeast,South Africa,2022,heavy metal,,1mAivZyomROH2PYh7SaXJg,2SQva0Fk9JucHzy3TA8tO9,https://open.spotify.com/artist/2SQva0Fk9JucHzy3TA8tO9,https://open.spotify.com/track/1mAivZyomROH2PYh7SaXJg,Bloodbeast,Deadline,Black Wolf City,2017-10-14,ushm81798834,244036,,OK,,214,2026-06-29T19:38:38+00:00,Spotify public artist page,,,,Spotify desktop album page,no,artist_monthly_listeners,214,1.81,Low,2.332438,Low,2.738456,0.406018
M074,Skinflint,Flesh Potion,Botswana,2022,heavy metal,,5Hx4kJ8V59tGFotZHYW9Vy,76MMXRm4VwkwlptuOPeRX1,https://open.spotify.com/artist/76MMXRm4VwkwlptuOPeRX1,https://open.spotify.com/track/5Hx4kJ8V59tGFotZHYW9Vy,Flesh Potion,Skinflint,Adze,2022-06-20,TCAGX2337229,294234,,OK,,385,2026-06-29T19:38:38+00:00,Spotify public artist page,,,,Spotify desktop album page,no,artist_monthly_listeners,385,5.42,Low,2.586587,Low,2.738456,0.151869
M075,Arka'n Asrafokor,Awala,Togo,2019,heavy metal,ARKA'N,1oAECJelV9xSstJB8fRleU,6l8FgxcVWdqGn25uZY2rgY,https://open.spotify.com/artist/6l8FgxcVWdqGn25uZY2rgY,https://open.spotify.com/track/1oAECJelV9xSstJB8fRleU,Awala,ARKA'N ASRAFOKOR,Zã Keli,2019-02-15,TCAEG1943838,213598,,OK,,6616,2026-06-29T19:38:38+00:00,Spotify public artist page,,,,Spotify desktop album page,no,artist_monthly_listeners,6616,25.90,Buffer,3.820661,Middle,4.092167,0.271506
M076,Emerald,Digital Slavery,Switzerland,2012,heavy metal,,4yqFAogywm9DGzQOoiLkil,4w0gX7zcZG18e8yqvXoUKL,https://open.spotify.com/artist/4w0gX7zcZG18e8yqvXoUKL,https://open.spotify.com/track/4yqFAogywm9DGzQOoiLkil,Digital Slavery,Emerald,Restless Souls,2019-05-17,DEZ901900009,232971,,OK,,316,2026-06-29T19:38:38+00:00,Spotify public artist page,,,,Spotify desktop album page,no,artist_monthly_listeners,316,4.22,Low,2.501059,Low,2.738456,0.237397
M077,Dragony,If It Bleeds We Can Kill It,Austria,2017,power metal,,2YQDtovUXJ2zfPldc9mZzy,4ZGFYwFpBWxq6FxqilvRJT,https://open.spotify.com/artist/4ZGFYwFpBWxq6FxqilvRJT,https://open.spotify.com/track/2YQDtovUXJ2zfPldc9mZzy,If It Bleeds We Can Kill It,Dragony,Masters of the Multiverse,2018-10-12,DET271817202,272000,,OK,,31321,2026-06-29T19:38:38+00:00,Spotify public artist page,,,,Spotify desktop album page,no,artist_monthly_listeners,31321,52.41,Middle,4.495849,Middle,4.092167,0.403683
M079,Power Paladin,Kraven the Hunter,Iceland,2022,power metal,,0IDr7J6wfuZZaajThEC4cO,2jkaoO6BDX0QvewdjxRSvB,https://open.spotify.com/artist/2jkaoO6BDX0QvewdjxRSvB,https://open.spotify.com/track/0IDr7J6wfuZZaajThEC4cO,Kraven the Hunter,Power Paladin,With the Magic of Windfyre Steel,2022-01-07,DE1AH2200401,331589,,OK,,11698,2026-06-29T19:38:38+00:00,Spotify public artist page,,,,Spotify desktop album page,no,artist_monthly_listeners,11698,36.75,Buffer,4.068149,Middle,4.092167,0.024018
M080,Arrayan Path,Stigmata,Cyprus,2018,power metal,,1YpY2YfPHkbXCA1kaccmoF,4i1kDUJkz1Md0NK9iyLuAD,https://open.spotify.com/artist/4i1kDUJkz1Md0NK9iyLuAD,https://open.spotify.com/track/1YpY2YfPHkbXCA1kaccmoF,Stigmata,Arrayan Path,IV: Stigmata,2013-06-10,CYA081302305,387680,,OK,,522,2026-06-29T19:38:38+00:00,Spotify public artist page,,,,Spotify desktop album page,no,artist_monthly_listeners,522,7.83,Low,2.718502,Low,2.738456,0.019954
M081,Eagleheart,Reverse,Czech Republic,2017,power metal,,6s5DxrVYsqh50hN2adnj0m,1AJYEp0lejGrqWQsp2bHgW,https://open.spotify.com/artist/1AJYEp0lejGrqWQsp2bHgW,https://open.spotify.com/track/6s5DxrVYsqh50hN2adnj0m,Reverse,Eagleheart,Reverse,2017-08-18,ITD291701568,375026,,OK,,297,2026-06-29T19:38:38+00:00,Spotify public artist page,,,,Spotify desktop album page,no,artist_monthly_listeners,297,3.01,Low,2.474216,Low,2.738456,0.264240
M082,Within Silence,Children of Light,Slovakia,2015,power metal,,2E6u46W9j1nNpZ91JRoi7O,3qeklOq9OkE7FdJB0rjgXY,https://open.spotify.com/artist/3qeklOq9OkE7FdJB0rjgXY,https://open.spotify.com/track/2E6u46W9j1nNpZ91JRoi7O,Children of Light,Within Silence,Return from the Shadows,2017-10-27,SEXEN1700703,317626,,OK,,5016,2026-06-29T19:38:38+00:00,Spotify public artist page,,,,Spotify desktop album page,no,artist_monthly_listeners,5016,22.29,Low,3.700444,Middle,4.092167,0.391723
M083,Wisdom,Ravens' Night,Hungary,2016,power metal,,2WCMdHV3NkjNIARfkjMGE0,2Uvj75EFUSbO45dqL4SDpw,https://open.spotify.com/artist/2Uvj75EFUSbO45dqL4SDpw,https://open.spotify.com/track/2WCMdHV3NkjNIARfkjMGE0,Ravens' Night,Wisdom,Rise of the Wise,2016-02-26,ATN261505402,243733,,OK,,9895,2026-06-29T19:38:38+00:00,Spotify public artist page,,,,Spotify desktop album page,no,artist_monthly_listeners,9895,34.34,Buffer,3.995460,Middle,4.092167,0.096707
M084,Exlibris,Hellphoria,Poland,2013,power metal,,4ZCE9a3407wu9FG2i8baFE,3w8AGJIJV3eAHw6cCZiFjb,https://open.spotify.com/artist/3w8AGJIJV3eAHw6cCZiFjb,https://open.spotify.com/track/4ZCE9a3407wu9FG2i8baFE,Hellphoria,Exlibris,Humagination,2013,PLA641308724,196746,,OK,,742,2026-06-29T19:38:38+00:00,Spotify public artist page,,,,Spotify desktop album page,no,artist_monthly_listeners,742,10.24,Low,2.870989,Low,2.738456,0.132533
