user,requested_playlist_name,actual_playlist_name,playlist_id,playlist_url,tracks,tracks_with_primary_artist_monthly_listeners,csv_path,json_path
User1,Week6_User1,Week6_User1,229boNaOy0JiNvE0XJ6s43,https://open.spotify.com/playlist/229boNaOy0JiNvE0XJ6s43,30,30,/Users/akarcaal/Development/ReposMCT/PopularityAnalyzer/experiment_results/Week6_24August/Spotify/User1/Week6_User1_spotify_metadata.csv,/Users/akarcaal/Development/ReposMCT/PopularityAnalyzer/experiment_results/Week6_24August/Spotify/User1/Week6_User1_spotify_metadata.json
User2,Week6_User2,Week6_User2,6eA8oqLGooHDAmFmeEhN5B,https://open.spotify.com/playlist/6eA8oqLGooHDAmFmeEhN5B,30,30,/Users/akarcaal/Development/ReposMCT/PopularityAnalyzer/experiment_results/Week6_24August/Spotify/User2/Week6_User2_spotify_metadata.csv,/Users/akarcaal/Development/ReposMCT/PopularityAnalyzer/experiment_results/Week6_24August/Spotify/User2/Week6_User2_spotify_metadata.json
User3,Week6_User3,Week6_User3,1kYECZA7Nv2lfWLlTRDBSw,https://open.spotify.com/playlist/1kYECZA7Nv2lfWLlTRDBSw,30,30,/Users/akarcaal/Development/ReposMCT/PopularityAnalyzer/experiment_results/Week6_24August/Spotify/User3/Week6_User3_spotify_metadata.csv,/Users/akarcaal/Development/ReposMCT/PopularityAnalyzer/experiment_results/Week6_24August/Spotify/User3/Week6_User3_spotify_metadata.json
User4,Week6_User4,Week6_User4,3kvafTdYOd8pk63buX1Gvc,https://open.spotify.com/playlist/3kvafTdYOd8pk63buX1Gvc,30,30,/Users/akarcaal/Development/ReposMCT/PopularityAnalyzer/experiment_results/Week6_24August/Spotify/User4/Week6_User4_spotify_metadata.csv,/Users/akarcaal/Development/ReposMCT/PopularityAnalyzer/experiment_results/Week6_24August/Spotify/User4/Week6_User4_spotify_metadata.json
User5,Week6_User5,Week6_User5,2PCz3oSvNsZDzuaZ7BOTbQ,https://open.spotify.com/playlist/2PCz3oSvNsZDzuaZ7BOTbQ,30,30,/Users/akarcaal/Development/ReposMCT/PopularityAnalyzer/experiment_results/Week6_24August/Spotify/User5/Week6_User5_spotify_metadata.csv,/Users/akarcaal/Development/ReposMCT/PopularityAnalyzer/experiment_results/Week6_24August/Spotify/User5/Week6_User5_spotify_metadata.json
User6,Week6_User6,Week6_User6,3GTSat8e9MiZ566MoNzVkg,https://open.spotify.com/playlist/3GTSat8e9MiZ566MoNzVkg,30,30,/Users/akarcaal/Development/ReposMCT/PopularityAnalyzer/experiment_results/Week6_24August/Spotify/User6/Week6_User6_spotify_metadata.csv,/Users/akarcaal/Development/ReposMCT/PopularityAnalyzer/experiment_results/Week6_24August/Spotify/User6/Week6_User6_spotify_metadata.json
User7,Week6_User7,Week6_User7,2ClDjusGRrNoxonzo9k8u4,https://open.spotify.com/playlist/2ClDjusGRrNoxonzo9k8u4,30,30,/Users/akarcaal/Development/ReposMCT/PopularityAnalyzer/experiment_results/Week6_24August/Spotify/User7/Week6_User7_spotify_metadata.csv,/Users/akarcaal/Development/ReposMCT/PopularityAnalyzer/experiment_results/Week6_24August/Spotify/User7/Week6_User7_spotify_metadata.json
User8,Week6_User8,Week6_User8,21JOIPKYZChGa7RG5lwNlX,https://open.spotify.com/playlist/21JOIPKYZChGa7RG5lwNlX,30,30,/Users/akarcaal/Development/ReposMCT/PopularityAnalyzer/experiment_results/Week6_24August/Spotify/User8/Week6_User8_spotify_metadata.csv,/Users/akarcaal/Development/ReposMCT/PopularityAnalyzer/experiment_results/Week6_24August/Spotify/User8/Week6_User8_spotify_metadata.json
User9,Week6_User9,Week6_User9,0PSx5NZIEOSF4A0QLa4xSw,https://open.spotify.com/playlist/0PSx5NZIEOSF4A0QLa4xSw,30,30,/Users/akarcaal/Development/ReposMCT/PopularityAnalyzer/experiment_results/Week6_24August/Spotify/User9/Week6_User9_spotify_metadata.csv,/Users/akarcaal/Development/ReposMCT/PopularityAnalyzer/experiment_results/Week6_24August/Spotify/User9/Week6_User9_spotify_metadata.json
User10,Week6_User10,Week6_User10,0d7bYOBFxNLdueeaPlWOmY,https://open.spotify.com/playlist/0d7bYOBFxNLdueeaPlWOmY,30,30,/Users/akarcaal/Development/ReposMCT/PopularityAnalyzer/experiment_results/Week6_24August/Spotify/User10/Week6_User10_spotify_metadata.csv,/Users/akarcaal/Development/ReposMCT/PopularityAnalyzer/experiment_results/Week6_24August/Spotify/User10/Week6_User10_spotify_metadata.json
