row_type,platform,week_number,week_label,week_folder,user_number,user_label,captured_at_utc,capture_date,playlist_name,playlist_id,playlist_url,playlist_position,video_id,track_id,track_name,artist_name,artist_ids,artist_names,album_name,duration_seconds,duration_display,popularity_metric,popularity_metric_scope,youtube_url,youtube_music_url,view_count,view_count_source,view_rank_within_playlist_desc,view_percentile_within_playlist,youtube_artist_subscribers_approx,youtube_artist_subscribers_display,youtube_artist_channel_views,video_type,is_explicit_track,popularity_video_version_note,source_original_pool_percentile,source_original_pool_tier,exact_final_playlist_track_repeat,source_file,source_file_row,popularity_value,popularity_display,popularity_log10,popularity_available,final_playlist_percentile_30,final_playlist_tier_30,above_final_playlist_median,above_final_playlist_top_third_cutoff,above_final_playlist_max,original_candidate_pool_percentile_83,original_candidate_pool_rank_tier_83,popularity_log10_plus1,original_candidate_pool_reference_size,popularity_measurement_at_utc,metadata_repaired_at_utc
recommended,Youtube,3,Week3,Week3_04August,8.0,User8,2026-08-04T19:06:25+00:00,2026-08-04,Discover Mix,RDTMAK5uy_n_5IN6hzAOwdCnM8D8rzrs3vDl12UcZpA,https://music.youtube.com/playlist?list=RDTMAK5uy_n_5IN6hzAOwdCnM8D8rzrs3vDl12UcZpA,22,w-KWkEJf_gw,w-KWkEJf_gw,Betrayed by Technology,Havok,UCtG6le6a71tlhyt64bSssig,Havok,V,225.0,3:45,youtube_video_view_count,song_video,https://www.youtube.com/watch?v=w-KWkEJf_gw,https://music.youtube.com/watch?v=w-KWkEJf_gw,729883.0,ytmusicapi player response videoDetails.viewCount,13.0,58.333333,101000.0,101K,30913494.0,MUSIC_VIDEO_TYPE_ATV,False,Popularity is for the exact recommended video ID. Report or control video_type because this item is MUSIC_VIDEO_TYPE_ATV; ATV denotes an Art Track and OMV an official music video.,,Buffer,False,/Users/akarcaal/Development/ReposMCT/PopularityAnalyzer/experiment_results/Week3_04August/Youtube/User8/Week3_User8_04.08.csv,23,729883.0,"729,883 views",5.863253,True,66.6667,High,True,True,False,72.891566,Buffer,5.863254,83,,
recommended,Youtube,3,Week3,Week3_04August,8.0,User8,2026-08-04T19:06:25+00:00,2026-08-04,Discover Mix,RDTMAK5uy_n_5IN6hzAOwdCnM8D8rzrs3vDl12UcZpA,https://music.youtube.com/playlist?list=RDTMAK5uy_n_5IN6hzAOwdCnM8D8rzrs3vDl12UcZpA,23,KZL96p4sZwI,KZL96p4sZwI,The One You Love to Hate,Halford,UCRHvhb19eRZEGvd9_KMo0oA;UC4MQIVlKEzUiV1tbySYTtkQ,Halford; Rob Halford,Resurrection,192.0,3:12,youtube_video_view_count,song_video,https://www.youtube.com/watch?v=KZL96p4sZwI,https://music.youtube.com/watch?v=KZL96p4sZwI,523333.0,ytmusicapi player response videoDetails.viewCount,17.0,45.0,11600.0,11.6K,10103665.0,MUSIC_VIDEO_TYPE_ATV,False,Popularity is for the exact recommended video ID. Report or control video_type because this item is MUSIC_VIDEO_TYPE_ATV; ATV denotes an Art Track and OMV an official music video.,,Buffer,False,/Users/akarcaal/Development/ReposMCT/PopularityAnalyzer/experiment_results/Week3_04August/Youtube/User8/Week3_User8_04.08.csv,24,523333.0,"523,333 views",5.718778,True,66.6667,Middle,True,False,False,69.277108,Buffer,5.718779,83,,
recommended,Youtube,3,Week3,Week3_04August,8.0,User8,2026-08-04T19:06:25+00:00,2026-08-04,Discover Mix,RDTMAK5uy_n_5IN6hzAOwdCnM8D8rzrs3vDl12UcZpA,https://music.youtube.com/playlist?list=RDTMAK5uy_n_5IN6hzAOwdCnM8D8rzrs3vDl12UcZpA,24,R6BZcY4mIMs,R6BZcY4mIMs,Winterfall,Follow The Cipher,UCbqvvOjaTud5CicqWNiGf0A,Follow The Cipher,Follow the Cipher,218.0,3:38,youtube_video_view_count,song_video,https://www.youtube.com/watch?v=R6BZcY4mIMs,https://music.youtube.com/watch?v=R6BZcY4mIMs,758029.0,ytmusicapi player response videoDetails.viewCount,12.0,61.666667,4210.0,4.21K,1910869.0,MUSIC_VIDEO_TYPE_ATV,False,Popularity is for the exact recommended video ID. Report or control video_type because this item is MUSIC_VIDEO_TYPE_ATV; ATV denotes an Art Track and OMV an official music video.,,Buffer,False,/Users/akarcaal/Development/ReposMCT/PopularityAnalyzer/experiment_results/Week3_04August/Youtube/User8/Week3_User8_04.08.csv,25,758029.0,"758,029 views",5.879686,True,66.6667,High,True,True,False,72.891566,Buffer,5.879686,83,,
recommended,Youtube,3,Week3,Week3_04August,8.0,User8,2026-08-04T19:06:25+00:00,2026-08-04,Discover Mix,RDTMAK5uy_n_5IN6hzAOwdCnM8D8rzrs3vDl12UcZpA,https://music.youtube.com/playlist?list=RDTMAK5uy_n_5IN6hzAOwdCnM8D8rzrs3vDl12UcZpA,25,W2VPB3PsNsA,W2VPB3PsNsA,Lightbringer,Pentakill,UCv76mBRf2VlY0nMoY9zC0cg;UCUn4baruKowse5lha3BLu5Q,Pentakill; Jorn,Smite and Ignite,297.0,4:57,youtube_video_view_count,song_video,https://www.youtube.com/watch?v=W2VPB3PsNsA,https://music.youtube.com/watch?v=W2VPB3PsNsA,1181132.0,ytmusicapi player response videoDetails.viewCount,11.0,65.0,29900.0,29.9K,5669384.0,MUSIC_VIDEO_TYPE_ATV,False,Popularity is for the exact recommended video ID. Report or control video_type because this item is MUSIC_VIDEO_TYPE_ATV; ATV denotes an Art Track and OMV an official music video.,,Buffer,False,/Users/akarcaal/Development/ReposMCT/PopularityAnalyzer/experiment_results/Week3_04August/Youtube/User8/Week3_User8_04.08.csv,26,1181132.0,"1,181,132 views",6.072298,True,66.6667,High,True,True,False,75.301205,High,6.072299,83,,
recommended,Youtube,3,Week3,Week3_04August,8.0,User8,2026-08-04T19:06:25+00:00,2026-08-04,Discover Mix,RDTMAK5uy_n_5IN6hzAOwdCnM8D8rzrs3vDl12UcZpA,https://music.youtube.com/playlist?list=RDTMAK5uy_n_5IN6hzAOwdCnM8D8rzrs3vDl12UcZpA,26,X4bgXH3sJ2Q,X4bgXH3sJ2Q,Iron Maiden - The Trooper (Official Video),Iron Maiden,UC0zbzp6x7zR8u0LhanNWFyw,Iron Maiden,,264.0,4:24,youtube_video_view_count,song_video,https://www.youtube.com/watch?v=X4bgXH3sJ2Q,https://music.youtube.com/watch?v=X4bgXH3sJ2Q,138811331.0,ytmusicapi player response videoDetails.viewCount,1.0,98.333333,3310000.0,3.31M,2403040927.0,MUSIC_VIDEO_TYPE_OMV,False,Popularity is for the exact recommended video ID. Report or control video_type because this item is MUSIC_VIDEO_TYPE_OMV; ATV denotes an Art Track and OMV an official music video.,,High,False,/Users/akarcaal/Development/ReposMCT/PopularityAnalyzer/experiment_results/Week3_04August/Youtube/User8/Week3_User8_04.08.csv,27,138811331.0,"138,811,331 views",8.142425,True,100.0,High,True,True,True,99.39759,High,8.142425,83,,
recommended,Youtube,3,Week3,Week3_04August,8.0,User8,2026-08-04T19:06:25+00:00,2026-08-04,Discover Mix,RDTMAK5uy_n_5IN6hzAOwdCnM8D8rzrs3vDl12UcZpA,https://music.youtube.com/playlist?list=RDTMAK5uy_n_5IN6hzAOwdCnM8D8rzrs3vDl12UcZpA,27,9icvL_4XBqI,9icvL_4XBqI,Ashes To Roses,Stryper,UC20qdRIIoh4Xr6jnmZ4HBng,Stryper,Ashes To Roses,243.0,4:03,youtube_video_view_count,song_video,https://www.youtube.com/watch?v=9icvL_4XBqI,https://music.youtube.com/watch?v=9icvL_4XBqI,11506.0,ytmusicapi player response videoDetails.viewCount,30.0,1.666667,111000.0,111K,39495007.0,MUSIC_VIDEO_TYPE_ATV,False,Popularity is for the exact recommended video ID. Report or control video_type because this item is MUSIC_VIDEO_TYPE_ATV; ATV denotes an Art Track and OMV an official music video.,,Buffer,False,/Users/akarcaal/Development/ReposMCT/PopularityAnalyzer/experiment_results/Week3_04August/Youtube/User8/Week3_User8_04.08.csv,28,11506.0,"11,506 views",4.060924,True,33.3333,Low,False,False,False,29.518072,Buffer,4.060962,83,,
recommended,Youtube,3,Week3,Week3_04August,8.0,User8,2026-08-04T19:06:25+00:00,2026-08-04,Discover Mix,RDTMAK5uy_n_5IN6hzAOwdCnM8D8rzrs3vDl12UcZpA,https://music.youtube.com/playlist?list=RDTMAK5uy_n_5IN6hzAOwdCnM8D8rzrs3vDl12UcZpA,28,nDO_IaixvKU,nDO_IaixvKU,Head Up High,Firewind,UCfbn0QeQhJKLwGaEnDVN6Aw,Firewind,,228.0,3:48,youtube_video_view_count,song_video,https://www.youtube.com/watch?v=nDO_IaixvKU,https://music.youtube.com/watch?v=nDO_IaixvKU,1897547.0,ytmusicapi player response videoDetails.viewCount,9.0,71.666667,10800.0,10.8K,7153177.0,MUSIC_VIDEO_TYPE_OMV,False,Popularity is for the exact recommended video ID. Report or control video_type because this item is MUSIC_VIDEO_TYPE_OMV; ATV denotes an Art Track and OMV an official music video.,,High,False,/Users/akarcaal/Development/ReposMCT/PopularityAnalyzer/experiment_results/Week3_04August/Youtube/User8/Week3_User8_04.08.csv,29,1897547.0,"1,897,547 views",6.278193,True,76.6667,High,True,True,False,80.120482,High,6.278193,83,,
recommended,Youtube,3,Week3,Week3_04August,8.0,User8,2026-08-04T19:06:25+00:00,2026-08-04,Discover Mix,RDTMAK5uy_n_5IN6hzAOwdCnM8D8rzrs3vDl12UcZpA,https://music.youtube.com/playlist?list=RDTMAK5uy_n_5IN6hzAOwdCnM8D8rzrs3vDl12UcZpA,29,u4Y5OJV7fYc,u4Y5OJV7fYc,Ama Aşkım Yok,Direc-T,UC9STWBt_SVhRQtYuCpuHy2Q,Direc-T,Olympos,136.0,2:16,youtube_video_view_count,song_video,https://www.youtube.com/watch?v=u4Y5OJV7fYc,https://music.youtube.com/watch?v=u4Y5OJV7fYc,145306.0,ytmusicapi player response videoDetails.viewCount,24.0,21.666667,3120.0,3.12K,3438511.0,MUSIC_VIDEO_TYPE_ATV,False,Popularity is for the exact recommended video ID. Report or control video_type because this item is MUSIC_VIDEO_TYPE_ATV; ATV denotes an Art Track and OMV an official music video.,,Middle,False,/Users/akarcaal/Development/ReposMCT/PopularityAnalyzer/experiment_results/Week3_04August/Youtube/User8/Week3_User8_04.08.csv,30,145306.0,"145,306 views",5.162284,True,56.6667,Middle,True,False,False,58.433735,Middle,5.162287,83,,
recommended,Youtube,3,Week3,Week3_04August,8.0,User8,2026-08-04T19:06:25+00:00,2026-08-04,Discover Mix,RDTMAK5uy_n_5IN6hzAOwdCnM8D8rzrs3vDl12UcZpA,https://music.youtube.com/playlist?list=RDTMAK5uy_n_5IN6hzAOwdCnM8D8rzrs3vDl12UcZpA,30,iuCaEVJmFWY,iuCaEVJmFWY,The Fusilier,Forlorn Hope,UCW4jHSjh6daNE4ifbpgYRNA,Forlorn Hope,"Valour, Pt. I",252.0,4:12,youtube_video_view_count,song_video,https://www.youtube.com/watch?v=iuCaEVJmFWY,https://music.youtube.com/watch?v=iuCaEVJmFWY,17384.0,ytmusicapi player response videoDetails.viewCount,29.0,5.0,836.0,836,,MUSIC_VIDEO_TYPE_ATV,False,Popularity is for the exact recommended video ID. Report or control video_type because this item is MUSIC_VIDEO_TYPE_ATV; ATV denotes an Art Track and OMV an official music video.,,Buffer,False,/Users/akarcaal/Development/ReposMCT/PopularityAnalyzer/experiment_results/Week3_04August/Youtube/User8/Week3_User8_04.08.csv,31,17384.0,"17,384 views",4.24015,True,33.3333,Low,False,False,False,36.746988,Buffer,4.240175,83,,
recommended,Youtube,3,Week3,Week3_04August,9.0,User9,2026-08-04T19:07:19+00:00,2026-08-04,Discover Mix,RDTMAK5uy_n_5IN6hzAOwdCnM8D8rzrs3vDl12UcZpA,https://music.youtube.com/playlist?list=RDTMAK5uy_n_5IN6hzAOwdCnM8D8rzrs3vDl12UcZpA,1,bn-HCyk--5o,bn-HCyk--5o,Against the Wind,Stratovarius,UCrmWShE1Kjc31dCC5g2Ti2w,Stratovarius,Fourth Dimension,229.0,3:49,youtube_video_view_count,song_video,https://www.youtube.com/watch?v=bn-HCyk--5o,https://music.youtube.com/watch?v=bn-HCyk--5o,72132.0,ytmusicapi player response videoDetails.viewCount,28.0,8.333333,178000.0,178K,53248618.0,MUSIC_VIDEO_TYPE_ATV,False,Popularity is for the exact recommended video ID. Report or control video_type because this item is MUSIC_VIDEO_TYPE_ATV; ATV denotes an Art Track and OMV an official music video.,,Middle,False,/Users/akarcaal/Development/ReposMCT/PopularityAnalyzer/experiment_results/Week3_04August/Youtube/User9/Week3_User9_04.08.csv,2,72132.0,"72,132 views",4.858128,True,53.3333,Middle,True,False,False,53.614458,Middle,4.858134,83,,
recommended,Youtube,3,Week3,Week3_04August,9.0,User9,2026-08-04T19:07:19+00:00,2026-08-04,Discover Mix,RDTMAK5uy_n_5IN6hzAOwdCnM8D8rzrs3vDl12UcZpA,https://music.youtube.com/playlist?list=RDTMAK5uy_n_5IN6hzAOwdCnM8D8rzrs3vDl12UcZpA,2,-Y0OKTuMICM,-Y0OKTuMICM,Gjallarhorn,Amon Amarth,UCOtqJNbDV4s4HI1h1YStWIw,Amon Amarth,,315.0,5:15,youtube_video_view_count,song_video,https://www.youtube.com/watch?v=-Y0OKTuMICM,https://music.youtube.com/watch?v=-Y0OKTuMICM,505986.0,ytmusicapi player response videoDetails.viewCount,23.0,25.0,532000.0,532K,245434408.0,MUSIC_VIDEO_TYPE_OMV,False,Popularity is for the exact recommended video ID. Report or control video_type because this item is MUSIC_VIDEO_TYPE_OMV; ATV denotes an Art Track and OMV an official music video.,,Buffer,False,/Users/akarcaal/Development/ReposMCT/PopularityAnalyzer/experiment_results/Week3_04August/Youtube/User9/Week3_User9_04.08.csv,3,505986.0,"505,986 views",5.704139,True,66.6667,Middle,True,False,False,69.277108,Buffer,5.704139,83,,
recommended,Youtube,3,Week3,Week3_04August,9.0,User9,2026-08-04T19:07:19+00:00,2026-08-04,Discover Mix,RDTMAK5uy_n_5IN6hzAOwdCnM8D8rzrs3vDl12UcZpA,https://music.youtube.com/playlist?list=RDTMAK5uy_n_5IN6hzAOwdCnM8D8rzrs3vDl12UcZpA,3,1Q2NJylEtrw,1Q2NJylEtrw,When the Lights Are Down,Kamelot,UCTAwYvdtEjXhMt0HR7d44Eg,Kamelot,The Black Halo,222.0,3:42,youtube_video_view_count,song_video,https://www.youtube.com/watch?v=1Q2NJylEtrw,https://music.youtube.com/watch?v=1Q2NJylEtrw,2392323.0,ytmusicapi player response videoDetails.viewCount,12.0,61.666667,157000.0,157K,83953180.0,MUSIC_VIDEO_TYPE_ATV,False,Popularity is for the exact recommended video ID. Report or control video_type because this item is MUSIC_VIDEO_TYPE_ATV; ATV denotes an Art Track and OMV an official music video.,,High,False,/Users/akarcaal/Development/ReposMCT/PopularityAnalyzer/experiment_results/Week3_04August/Youtube/User9/Week3_User9_04.08.csv,4,2392323.0,"2,392,323 views",6.37882,True,76.6667,High,True,True,False,83.73494,High,6.37882,83,,
recommended,Youtube,3,Week3,Week3_04August,9.0,User9,2026-08-04T19:07:19+00:00,2026-08-04,Discover Mix,RDTMAK5uy_n_5IN6hzAOwdCnM8D8rzrs3vDl12UcZpA,https://music.youtube.com/playlist?list=RDTMAK5uy_n_5IN6hzAOwdCnM8D8rzrs3vDl12UcZpA,4,VECI3keYKug,VECI3keYKug,I Will Build You a Rome,Cain's Offering,UCCViwKlgGt7FDqBHDZ20DiA,Cain's Offering,,281.0,4:41,youtube_video_view_count,song_video,https://www.youtube.com/watch?v=VECI3keYKug,https://music.youtube.com/watch?v=VECI3keYKug,933643.0,ytmusicapi player response videoDetails.viewCount,16.0,48.333333,3890.0,3.89K,,MUSIC_VIDEO_TYPE_OMV,False,Popularity is for the exact recommended video ID. Report or control video_type because this item is MUSIC_VIDEO_TYPE_OMV; ATV denotes an Art Track and OMV an official music video.,,Buffer,False,/Users/akarcaal/Development/ReposMCT/PopularityAnalyzer/experiment_results/Week3_04August/Youtube/User9/Week3_User9_04.08.csv,5,933643.0,"933,643 views",5.970181,True,66.6667,High,True,True,False,72.891566,Buffer,5.970181,83,,
recommended,Youtube,3,Week3,Week3_04August,9.0,User9,2026-08-04T19:07:19+00:00,2026-08-04,Discover Mix,RDTMAK5uy_n_5IN6hzAOwdCnM8D8rzrs3vDl12UcZpA,https://music.youtube.com/playlist?list=RDTMAK5uy_n_5IN6hzAOwdCnM8D8rzrs3vDl12UcZpA,5,JQpH0EXbyO0,JQpH0EXbyO0,Sanity,Eleine,UC09QsGpDAI_ZJIXCuJncKIQ,Eleine,,241.0,4:01,youtube_video_view_count,song_video,https://www.youtube.com/watch?v=JQpH0EXbyO0,https://music.youtube.com/watch?v=JQpH0EXbyO0,278588.0,ytmusicapi player response videoDetails.viewCount,25.0,18.333333,191000.0,191K,50794781.0,MUSIC_VIDEO_TYPE_OMV,False,Popularity is for the exact recommended video ID. Report or control video_type because this item is MUSIC_VIDEO_TYPE_OMV; ATV denotes an Art Track and OMV an official music video.,,Buffer,False,/Users/akarcaal/Development/ReposMCT/PopularityAnalyzer/experiment_results/Week3_04August/Youtube/User9/Week3_User9_04.08.csv,6,278588.0,"278,588 views",5.444962,True,66.6667,Middle,True,False,False,65.662651,Buffer,5.444964,83,,
recommended,Youtube,3,Week3,Week3_04August,9.0,User9,2026-08-04T19:07:19+00:00,2026-08-04,Discover Mix,RDTMAK5uy_n_5IN6hzAOwdCnM8D8rzrs3vDl12UcZpA,https://music.youtube.com/playlist?list=RDTMAK5uy_n_5IN6hzAOwdCnM8D8rzrs3vDl12UcZpA,6,k9xYStrPgOw,k9xYStrPgOw,Hammer of the Gods,Steamhammer,UCWdPzIgqukzUcHNomGi1P7w,Steamhammer,,193.0,3:13,youtube_video_view_count,song_video,https://www.youtube.com/watch?v=k9xYStrPgOw,https://music.youtube.com/watch?v=k9xYStrPgOw,798710.0,ytmusicapi player response videoDetails.viewCount,18.0,41.666667,,,,MUSIC_VIDEO_TYPE_OMV,False,Popularity is for the exact recommended video ID. Report or control video_type because this item is MUSIC_VIDEO_TYPE_OMV; ATV denotes an Art Track and OMV an official music video.,,Buffer,False,/Users/akarcaal/Development/ReposMCT/PopularityAnalyzer/experiment_results/Week3_04August/Youtube/User9/Week3_User9_04.08.csv,7,798710.0,"798,710 views",5.902389,True,66.6667,High,True,True,False,72.891566,Buffer,5.90239,83,,
recommended,Youtube,3,Week3,Week3_04August,9.0,User9,2026-08-04T19:07:19+00:00,2026-08-04,Discover Mix,RDTMAK5uy_n_5IN6hzAOwdCnM8D8rzrs3vDl12UcZpA,https://music.youtube.com/playlist?list=RDTMAK5uy_n_5IN6hzAOwdCnM8D8rzrs3vDl12UcZpA,7,NuKnBt7kP6E,NuKnBt7kP6E,King of the Kill (2013 Version),Annihilator,UC1WbMJioQ-oDX6X2wxaB2oQ,Annihilator,Re-Kill,196.0,3:16,youtube_video_view_count,song_video,https://www.youtube.com/watch?v=NuKnBt7kP6E,https://music.youtube.com/watch?v=NuKnBt7kP6E,214891.0,ytmusicapi player response videoDetails.viewCount,26.0,15.0,65700.0,65.7K,31185434.0,MUSIC_VIDEO_TYPE_ATV,False,Popularity is for the exact recommended video ID. Report or control video_type because this item is MUSIC_VIDEO_TYPE_ATV; ATV denotes an Art Track and OMV an official music video.,,Middle,False,/Users/akarcaal/Development/ReposMCT/PopularityAnalyzer/experiment_results/Week3_04August/Youtube/User9/Week3_User9_04.08.csv,8,214891.0,"214,891 views",5.332218,True,66.6667,Middle,True,False,False,62.048193,Middle,5.33222,83,,
recommended,Youtube,3,Week3,Week3_04August,9.0,User9,2026-08-04T19:07:19+00:00,2026-08-04,Discover Mix,RDTMAK5uy_n_5IN6hzAOwdCnM8D8rzrs3vDl12UcZpA,https://music.youtube.com/playlist?list=RDTMAK5uy_n_5IN6hzAOwdCnM8D8rzrs3vDl12UcZpA,8,SzzvZ4kYwSQ,SzzvZ4kYwSQ,The Killing Joke,Volturian,UCKNg0fDQs5eN_SSLmAYqHRA,Volturian,,212.0,3:32,youtube_video_view_count,song_video,https://www.youtube.com/watch?v=SzzvZ4kYwSQ,https://music.youtube.com/watch?v=SzzvZ4kYwSQ,4371840.0,ytmusicapi player response videoDetails.viewCount,9.0,71.666667,8730.0,8.73K,,MUSIC_VIDEO_TYPE_OMV,False,Popularity is for the exact recommended video ID. Report or control video_type because this item is MUSIC_VIDEO_TYPE_OMV; ATV denotes an Art Track and OMV an official music video.,,High,False,/Users/akarcaal/Development/ReposMCT/PopularityAnalyzer/experiment_results/Week3_04August/Youtube/User9/Week3_User9_04.08.csv,9,4371840.0,"4,371,840 views",6.640664,True,80.0,High,True,True,False,87.349398,High,6.640664,83,,
recommended,Youtube,3,Week3,Week3_04August,9.0,User9,2026-08-04T19:07:19+00:00,2026-08-04,Discover Mix,RDTMAK5uy_n_5IN6hzAOwdCnM8D8rzrs3vDl12UcZpA,https://music.youtube.com/playlist?list=RDTMAK5uy_n_5IN6hzAOwdCnM8D8rzrs3vDl12UcZpA,9,w-KWkEJf_gw,w-KWkEJf_gw,Betrayed by Technology,Havok,UCtG6le6a71tlhyt64bSssig,Havok,V,225.0,3:45,youtube_video_view_count,song_video,https://www.youtube.com/watch?v=w-KWkEJf_gw,https://music.youtube.com/watch?v=w-KWkEJf_gw,729883.0,ytmusicapi player response videoDetails.viewCount,19.0,38.333333,101000.0,101K,30913494.0,MUSIC_VIDEO_TYPE_ATV,False,Popularity is for the exact recommended video ID. Report or control video_type because this item is MUSIC_VIDEO_TYPE_ATV; ATV denotes an Art Track and OMV an official music video.,,Buffer,False,/Users/akarcaal/Development/ReposMCT/PopularityAnalyzer/experiment_results/Week3_04August/Youtube/User9/Week3_User9_04.08.csv,10,729883.0,"729,883 views",5.863253,True,66.6667,High,True,True,False,72.891566,Buffer,5.863254,83,,
recommended,Youtube,3,Week3,Week3_04August,9.0,User9,2026-08-04T19:07:19+00:00,2026-08-04,Discover Mix,RDTMAK5uy_n_5IN6hzAOwdCnM8D8rzrs3vDl12UcZpA,https://music.youtube.com/playlist?list=RDTMAK5uy_n_5IN6hzAOwdCnM8D8rzrs3vDl12UcZpA,10,tx0XR580T8I,tx0XR580T8I,Wolves of War,Powerwolf,UC9LO_ioQYQay7CrsbacNqBQ,Powerwolf,,236.0,3:56,youtube_video_view_count,song_video,https://www.youtube.com/watch?v=tx0XR580T8I,https://music.youtube.com/watch?v=tx0XR580T8I,1552215.0,ytmusicapi player response videoDetails.viewCount,15.0,51.666667,435000.0,435K,318540584.0,MUSIC_VIDEO_TYPE_OMV,False,Popularity is for the exact recommended video ID. Report or control video_type because this item is MUSIC_VIDEO_TYPE_OMV; ATV denotes an Art Track and OMV an official music video.,,High,False,/Users/akarcaal/Development/ReposMCT/PopularityAnalyzer/experiment_results/Week3_04August/Youtube/User9/Week3_User9_04.08.csv,11,1552215.0,"1,552,215 views",6.190952,True,73.3333,High,True,True,False,78.915663,High,6.190952,83,,
recommended,Youtube,3,Week3,Week3_04August,9.0,User9,2026-08-04T19:07:19+00:00,2026-08-04,Discover Mix,RDTMAK5uy_n_5IN6hzAOwdCnM8D8rzrs3vDl12UcZpA,https://music.youtube.com/playlist?list=RDTMAK5uy_n_5IN6hzAOwdCnM8D8rzrs3vDl12UcZpA,11,26oH8EtWA58,26oH8EtWA58,Gleam in the Black,Insomnium,UCjInzLVCghqY-1lqfDcpOaQ,Insomnium,,271.0,4:31,youtube_video_view_count,song_video,https://www.youtube.com/watch?v=26oH8EtWA58,https://music.youtube.com/watch?v=26oH8EtWA58,144370.0,ytmusicapi player response videoDetails.viewCount,27.0,11.666667,45200.0,45.2K,26287043.0,MUSIC_VIDEO_TYPE_OMV,False,Popularity is for the exact recommended video ID. Report or control video_type because this item is MUSIC_VIDEO_TYPE_OMV; ATV denotes an Art Track and OMV an official music video.,,Middle,False,/Users/akarcaal/Development/ReposMCT/PopularityAnalyzer/experiment_results/Week3_04August/Youtube/User9/Week3_User9_04.08.csv,12,144370.0,"144,370 views",5.159477,True,56.6667,Middle,True,False,False,58.433735,Middle,5.15948,83,,
recommended,Youtube,3,Week3,Week3_04August,9.0,User9,2026-08-04T19:07:19+00:00,2026-08-04,Discover Mix,RDTMAK5uy_n_5IN6hzAOwdCnM8D8rzrs3vDl12UcZpA,https://music.youtube.com/playlist?list=RDTMAK5uy_n_5IN6hzAOwdCnM8D8rzrs3vDl12UcZpA,12,bwjQcoKZw4A,bwjQcoKZw4A,The Raven's Cry,Bloodbound,UCMdFBg2b49RBAUr5XZxkArA,Bloodbound,Tales from the North,234.0,3:54,youtube_video_view_count,song_video,https://www.youtube.com/watch?v=bwjQcoKZw4A,https://music.youtube.com/watch?v=bwjQcoKZw4A,42491.0,ytmusicapi player response videoDetails.viewCount,29.0,5.0,18100.0,18.1K,,MUSIC_VIDEO_TYPE_ATV,False,Popularity is for the exact recommended video ID. Report or control video_type because this item is MUSIC_VIDEO_TYPE_ATV; ATV denotes an Art Track and OMV an official music video.,,Middle,False,/Users/akarcaal/Development/ReposMCT/PopularityAnalyzer/experiment_results/Week3_04August/Youtube/User9/Week3_User9_04.08.csv,13,42491.0,"42,491 views",4.628297,True,43.3333,Middle,False,False,False,48.795181,Middle,4.628307,83,,
recommended,Youtube,3,Week3,Week3_04August,9.0,User9,2026-08-04T19:07:19+00:00,2026-08-04,Discover Mix,RDTMAK5uy_n_5IN6hzAOwdCnM8D8rzrs3vDl12UcZpA,https://music.youtube.com/playlist?list=RDTMAK5uy_n_5IN6hzAOwdCnM8D8rzrs3vDl12UcZpA,13,htKY2oD85rs,htKY2oD85rs,Hearts On Fire,Hammerfall,UCOspMA8k5GDzhPH7EsZ_IwQ,Hammerfall,,232.0,3:52,youtube_video_view_count,song_video,https://www.youtube.com/watch?v=htKY2oD85rs,https://music.youtube.com/watch?v=htKY2oD85rs,37225228.0,ytmusicapi player response videoDetails.viewCount,2.0,95.0,108000.0,108K,78544933.0,MUSIC_VIDEO_TYPE_OMV,False,Popularity is for the exact recommended video ID. Report or control video_type because this item is MUSIC_VIDEO_TYPE_OMV; ATV denotes an Art Track and OMV an official music video.,,High,False,/Users/akarcaal/Development/ReposMCT/PopularityAnalyzer/experiment_results/Week3_04August/Youtube/User9/Week3_User9_04.08.csv,14,37225228.0,"37,225,228 views",7.570837,True,100.0,High,True,True,True,98.192771,High,7.570837,83,,
recommended,Youtube,3,Week3,Week3_04August,9.0,User9,2026-08-04T19:07:19+00:00,2026-08-04,Discover Mix,RDTMAK5uy_n_5IN6hzAOwdCnM8D8rzrs3vDl12UcZpA,https://music.youtube.com/playlist?list=RDTMAK5uy_n_5IN6hzAOwdCnM8D8rzrs3vDl12UcZpA,14,rwK2CDfmk7c,rwK2CDfmk7c,Bad Woman,Motörhead,UC29TwdZt2GUC-AqbhFs_uSA,Motörhead,Bastards,198.0,3:18,youtube_video_view_count,song_video,https://www.youtube.com/watch?v=rwK2CDfmk7c,https://music.youtube.com/watch?v=rwK2CDfmk7c,672335.0,ytmusicapi player response videoDetails.viewCount,20.0,35.0,956000.0,956K,686057543.0,MUSIC_VIDEO_TYPE_ATV,False,Popularity is for the exact recommended video ID. Report or control video_type because this item is MUSIC_VIDEO_TYPE_ATV; ATV denotes an Art Track and OMV an official music video.,,Buffer,False,/Users/akarcaal/Development/ReposMCT/PopularityAnalyzer/experiment_results/Week3_04August/Youtube/User9/Week3_User9_04.08.csv,15,672335.0,"672,335 views",5.827586,True,66.6667,High,True,True,False,72.891566,Buffer,5.827586,83,,
