row_type,platform,week_number,week_label,week_folder,user_number,user_label,captured_at_utc,capture_date,playlist_name,playlist_id,playlist_url,playlist_position,track_id,track_name,artist_name,artist_ids,artist_names,album_name,duration_seconds,duration_display,popularity_metric,popularity_metric_scope,spotify_track_api_popularity,spotify_artist_api_popularity,spotify_artist_followers_total,spotify_artist_monthly_listeners,spotify_artist_monthly_listeners_display,spotify_url,artist_url,album_url,isrc,explicit,source_original_pool_percentile,source_original_pool_tier,exact_final_playlist_track_repeat,source_file,source_file_row,popularity_value,popularity_display,popularity_log10,popularity_available,final_playlist_percentile_30,final_playlist_tier_30,above_final_playlist_median,above_final_playlist_top_third_cutoff,above_final_playlist_max,original_candidate_pool_percentile_83,original_candidate_pool_rank_tier_83,popularity_log10_plus1,original_candidate_pool_reference_size
final_balanced_baseline,Spotify,0,Final Balanced Playlist,experiment_setup,,Baseline,2026-06-29T19:38:38+00:00,2026-06-29,final_balanced_playlist,,,17,5Hx4kJ8V59tGFotZHYW9Vy,Flesh Potion,Skinflint,,Skinflint,,,,spotify_artist_monthly_listeners,artist,,,,385,,https://open.spotify.com/track/5Hx4kJ8V59tGFotZHYW9Vy,,,TCAGX2337229,,5.42,Low,True,/Users/akarcaal/Development/ReposMCT/PopularityAnalyzer/experiment_setup/final_balanced_playlist.csv,18,385,385 monthly listeners,2.585461,True,6.6667,Low,False,False,False,5.421687,Low,2.586587,83
final_balanced_baseline,Spotify,0,Final Balanced Playlist,experiment_setup,,Baseline,2026-06-29T19:38:38+00:00,2026-06-29,final_balanced_playlist,,,18,1YpY2YfPHkbXCA1kaccmoF,Stigmata,Arrayan Path,,Arrayan Path,,,,spotify_artist_monthly_listeners,artist,,,,522,,https://open.spotify.com/track/1YpY2YfPHkbXCA1kaccmoF,,,CYA081302305,,7.83,Low,True,/Users/akarcaal/Development/ReposMCT/PopularityAnalyzer/experiment_setup/final_balanced_playlist.csv,19,522,522 monthly listeners,2.717671,True,10.0,Low,False,False,False,7.831325,Low,2.718502,83
final_balanced_baseline,Spotify,0,Final Balanced Playlist,experiment_setup,,Baseline,2026-06-29T19:38:38+00:00,2026-06-29,final_balanced_playlist,,,19,6s5DxrVYsqh50hN2adnj0m,Reverse,Eagleheart,,Eagleheart,,,,spotify_artist_monthly_listeners,artist,,,,297,,https://open.spotify.com/track/6s5DxrVYsqh50hN2adnj0m,,,ITD291701568,,3.01,Low,True,/Users/akarcaal/Development/ReposMCT/PopularityAnalyzer/experiment_setup/final_balanced_playlist.csv,20,297,297 monthly listeners,2.472756,True,3.3333,Low,False,False,False,3.012048,Low,2.474216,83
final_balanced_baseline,Spotify,0,Final Balanced Playlist,experiment_setup,,Baseline,2026-06-29T19:38:38+00:00,2026-06-29,final_balanced_playlist,,,20,6BZwg1KPw2Rl0sSzE8yGNc,City of Golden Gates,Attick Demons,,Attick Demons,,,,spotify_artist_monthly_listeners,artist,,,,835,,https://open.spotify.com/track/6BZwg1KPw2Rl0sSzE8yGNc,,,DEZ902000395,,11.45,Low,True,/Users/akarcaal/Development/ReposMCT/PopularityAnalyzer/experiment_setup/final_balanced_playlist.csv,21,835,835 monthly listeners,2.921686,True,20.0,Low,False,False,False,11.445783,Low,2.922206,83
final_balanced_baseline,Spotify,0,Final Balanced Playlist,experiment_setup,,Baseline,2026-06-29T19:38:38+00:00,2026-06-29,final_balanced_playlist,,,21,7yqjpBncd99OTk5EMWGUBT,United,LORD,,LORD,,,,spotify_artist_monthly_listeners,artist,,,,3073,,https://open.spotify.com/track/7yqjpBncd99OTk5EMWGUBT,,,AUDI31900001,,16.27,Low,True,/Users/akarcaal/Development/ReposMCT/PopularityAnalyzer/experiment_setup/final_balanced_playlist.csv,22,3073,"3,073 monthly listeners",3.487563,True,30.0,Low,False,False,False,16.26506,Low,3.487704,83
final_balanced_baseline,Spotify,0,Final Balanced Playlist,experiment_setup,,Baseline,2026-06-29T19:38:38+00:00,2026-06-29,final_balanced_playlist,,,22,3Idf8blFXZHb9cDAh5GH69,Alone in Paradise,Concerto Moon,,Concerto Moon,,,,spotify_artist_monthly_listeners,artist,,,,2218,,https://open.spotify.com/track/3Idf8blFXZHb9cDAh5GH69,,,JPB621900487,,15.06,Low,True,/Users/akarcaal/Development/ReposMCT/PopularityAnalyzer/experiment_setup/final_balanced_playlist.csv,23,2218,"2,218 monthly listeners",3.345962,True,26.6667,Low,False,False,False,15.060241,Low,3.346157,83
final_balanced_baseline,Spotify,0,Final Balanced Playlist,experiment_setup,,Baseline,2026-06-29T19:38:38+00:00,2026-06-29,final_balanced_playlist,,,23,7LSn5it9bQhJqyfEq1PM3l,Wolf Totem,The HU,,The HU,,,,spotify_artist_monthly_listeners,artist,,,,1657676,,https://open.spotify.com/track/7LSn5it9bQhJqyfEq1PM3l,,,TCADY1880557,,89.76,High,True,/Users/akarcaal/Development/ReposMCT/PopularityAnalyzer/experiment_setup/final_balanced_playlist.csv,24,1657676,"1,657,676 monthly listeners",6.2195,True,86.6667,High,True,True,False,89.759036,High,6.2195,83
final_balanced_baseline,Spotify,0,Final Balanced Playlist,experiment_setup,,Baseline,2026-06-29T19:38:38+00:00,2026-06-29,final_balanced_playlist,,,24,3TjQAc2PzWzlSDrnq61J1y,The Devil's Bleeding Crown,Volbeat,,Volbeat,,,,spotify_artist_monthly_listeners,artist,,,,4886124,,https://open.spotify.com/track/3TjQAc2PzWzlSDrnq61J1y,,,DKNE11600101,,94.58,High,True,/Users/akarcaal/Development/ReposMCT/PopularityAnalyzer/experiment_setup/final_balanced_playlist.csv,25,4886124,"4,886,124 monthly listeners",6.688964,True,96.6667,High,True,True,False,94.578313,High,6.688965,83
final_balanced_baseline,Spotify,0,Final Balanced Playlist,experiment_setup,,Baseline,2026-06-29T19:38:38+00:00,2026-06-29,final_balanced_playlist,,,25,39m87lOMd5ccENPVvAT7gH,Bismarck,Sabaton,,Sabaton,,,,spotify_artist_monthly_listeners,artist,,,,3239085,,https://open.spotify.com/track/39m87lOMd5ccENPVvAT7gH,,,SE6HE1900101,,92.17,High,True,/Users/akarcaal/Development/ReposMCT/PopularityAnalyzer/experiment_setup/final_balanced_playlist.csv,26,3239085,"3,239,085 monthly listeners",6.510422,True,93.3333,High,True,True,False,92.168675,High,6.510422,83
final_balanced_baseline,Spotify,0,Final Balanced Playlist,experiment_setup,,Baseline,2026-06-29T19:38:38+00:00,2026-06-29,final_balanced_playlist,,,26,7iOSeHfKU2EhSKcX7TbjKG,Blind and Frozen,Beast in Black,,Beast in Black,,,,spotify_artist_monthly_listeners,artist,,,,1271062,,https://open.spotify.com/track/7iOSeHfKU2EhSKcX7TbjKG,,,DED831701293,,87.35,High,True,/Users/akarcaal/Development/ReposMCT/PopularityAnalyzer/experiment_setup/final_balanced_playlist.csv,27,1271062,"1,271,062 monthly listeners",6.104167,True,80.0,High,True,True,False,87.349398,High,6.104167,83
