user,requested_playlist_name,actual_playlist_name,playlist_id,playlist_url,tracks,tracks_with_primary_artist_monthly_listeners,csv_path,json_path
User1,Week5_User1,Week5_User1,3o7tWaKCEQrxZKgjTeCTlY,https://open.spotify.com/playlist/3o7tWaKCEQrxZKgjTeCTlY,30,30,/Users/akarcaal/Development/ReposMCT/PopularityAnalyzer/experiment_results/Week5_17August/Spotify/User1/Week5_User1_spotify_metadata.csv,/Users/akarcaal/Development/ReposMCT/PopularityAnalyzer/experiment_results/Week5_17August/Spotify/User1/Week5_User1_spotify_metadata.json
User2,Week5_User2,Week5_User2,16hG6OuPN4U9WcHxELYnFJ,https://open.spotify.com/playlist/16hG6OuPN4U9WcHxELYnFJ,30,30,/Users/akarcaal/Development/ReposMCT/PopularityAnalyzer/experiment_results/Week5_17August/Spotify/User2/Week5_User2_spotify_metadata.csv,/Users/akarcaal/Development/ReposMCT/PopularityAnalyzer/experiment_results/Week5_17August/Spotify/User2/Week5_User2_spotify_metadata.json
User3,Week5_User3,Week5_User3,1txRiqSazKMCTJxwcL2TCA,https://open.spotify.com/playlist/1txRiqSazKMCTJxwcL2TCA,30,30,/Users/akarcaal/Development/ReposMCT/PopularityAnalyzer/experiment_results/Week5_17August/Spotify/User3/Week5_User3_spotify_metadata.csv,/Users/akarcaal/Development/ReposMCT/PopularityAnalyzer/experiment_results/Week5_17August/Spotify/User3/Week5_User3_spotify_metadata.json
User4,Week5_User4,Week5_User4,5pbv54H3Vj9hg2DC710XyK,https://open.spotify.com/playlist/5pbv54H3Vj9hg2DC710XyK,30,30,/Users/akarcaal/Development/ReposMCT/PopularityAnalyzer/experiment_results/Week5_17August/Spotify/User4/Week5_User4_spotify_metadata.csv,/Users/akarcaal/Development/ReposMCT/PopularityAnalyzer/experiment_results/Week5_17August/Spotify/User4/Week5_User4_spotify_metadata.json
User5,Week5_User5,Week5_User5,4oBT7mfCflwiHfRKpfco6I,https://open.spotify.com/playlist/4oBT7mfCflwiHfRKpfco6I,30,30,/Users/akarcaal/Development/ReposMCT/PopularityAnalyzer/experiment_results/Week5_17August/Spotify/User5/Week5_User5_spotify_metadata.csv,/Users/akarcaal/Development/ReposMCT/PopularityAnalyzer/experiment_results/Week5_17August/Spotify/User5/Week5_User5_spotify_metadata.json
User6,Week5_User6,Week5_User6,7c6HYIX8fdosTv1lrfCkrG,https://open.spotify.com/playlist/7c6HYIX8fdosTv1lrfCkrG,30,30,/Users/akarcaal/Development/ReposMCT/PopularityAnalyzer/experiment_results/Week5_17August/Spotify/User6/Week5_User6_spotify_metadata.csv,/Users/akarcaal/Development/ReposMCT/PopularityAnalyzer/experiment_results/Week5_17August/Spotify/User6/Week5_User6_spotify_metadata.json
User7,Week5_User7,Week5_User7,6nKK89hSDp9a3d8MkfVQXT,https://open.spotify.com/playlist/6nKK89hSDp9a3d8MkfVQXT,30,30,/Users/akarcaal/Development/ReposMCT/PopularityAnalyzer/experiment_results/Week5_17August/Spotify/User7/Week5_User7_spotify_metadata.csv,/Users/akarcaal/Development/ReposMCT/PopularityAnalyzer/experiment_results/Week5_17August/Spotify/User7/Week5_User7_spotify_metadata.json
User8,Week5_User8,Week5_User8,7qtHlqqroKu3ZIv61TuSIf,https://open.spotify.com/playlist/7qtHlqqroKu3ZIv61TuSIf,30,30,/Users/akarcaal/Development/ReposMCT/PopularityAnalyzer/experiment_results/Week5_17August/Spotify/User8/Week5_User8_spotify_metadata.csv,/Users/akarcaal/Development/ReposMCT/PopularityAnalyzer/experiment_results/Week5_17August/Spotify/User8/Week5_User8_spotify_metadata.json
User9,Week5_User9,Week5_User9,1xsWyL6Il706WAgqFuu5cX,https://open.spotify.com/playlist/1xsWyL6Il706WAgqFuu5cX,30,30,/Users/akarcaal/Development/ReposMCT/PopularityAnalyzer/experiment_results/Week5_17August/Spotify/User9/Week5_User9_spotify_metadata.csv,/Users/akarcaal/Development/ReposMCT/PopularityAnalyzer/experiment_results/Week5_17August/Spotify/User9/Week5_User9_spotify_metadata.json
User10,Week5_User10,Week5_User10,3m8EgEhS0mVzt7RcNC9J6K,https://open.spotify.com/playlist/3m8EgEhS0mVzt7RcNC9J6K,30,30,/Users/akarcaal/Development/ReposMCT/PopularityAnalyzer/experiment_results/Week5_17August/Spotify/User10/Week5_User10_spotify_metadata.csv,/Users/akarcaal/Development/ReposMCT/PopularityAnalyzer/experiment_results/Week5_17August/Spotify/User10/Week5_User10_spotify_metadata.json
