snapshot_label,captured_at_utc,platform,source_account_display_name,source_account_id,playlist_name,playlist_id,playlist_url,playlist_position,playlist_added_at,playlist_added_by_id,candidate_id,research_artist,research_title,artist_origin_country_research,expected_release_year_research,genre_style_research,spotify_track_id,spotify_uri,spotify_url,spotify_title,spotify_artists,primary_artist_id,primary_artist_name,primary_artist_url,artist_monthly_listeners,artist_monthly_listeners_source,artist_monthly_listeners_fetch_error,previous_artist_monthly_listeners,previous_listener_capture_utc,monthly_listener_change,monthly_listener_change_fraction,average_monthly_listener_change_per_day,spotify_track_popularity,spotify_artist_popularity,spotify_artist_followers,spotify_track_stream_count,unavailable_popularity_fields_note,album_id,album_name,album_type,album_release_date,album_release_date_precision,album_total_tracks,album_label,album_upc,album_fetch_error,album_copyrights,spotify_isrc,duration_ms,disc_number,track_number,explicit,is_playable,is_local,selection_method,spotify_selected_tier,original_pool_spotify_percentile,original_pool_spotify_rank_tier,original_pool_spotify_log10_popularity,monthly_listeners_rank_within_playlist_desc,monthly_listeners_percentile_within_playlist,monthly_listeners_log10
week1_13july,2026-07-14T10:57:52+00:00,Spotify,Aysima Karçaaltıncaba,aaaaysimaaaa,Heavy Metal MCT,531GNQfZFLGveRbERYYUaw,https://open.spotify.com/playlist/531GNQfZFLGveRbERYYUaw,21,2026-07-03T10:35:53Z,aaaaysimaaaa,M010,Helloween,Skyfall,Germany,2021,power metal,5lsqw3b9RryGa7NrhvdrMi,spotify:track:5lsqw3b9RryGa7NrhvdrMi,https://open.spotify.com/track/5lsqw3b9RryGa7NrhvdrMi,Skyfall,Helloween,4pQN0GB0fNEEOfQCaWotsY,Helloween,https://open.spotify.com/artist/4pQN0GB0fNEEOfQCaWotsY,1427374,Spotify public artist page,,1442999,2026-06-29T19:38:38+00:00,-15625,-0.010828143332046661,-1067.4012495710629,,,,,"Spotify Development Mode response does not expose track popularity, artist popularity, followers, or public cumulative track streams; monthly listeners are the study proxy.",7JsamDIQul4dSL9K3LMVdZ,Helloween,album,2021-06-18,day,14,,727361485863,,C: (C) 2021 Reigning Phoenix Music; P: (P) 2021 Reigning Phoenix Music,DED832001268,731230,1,12,False,True,False,rank,High,88.55,High,6.159266,6.0,81.666667,6.154537782
week1_13july,2026-07-14T10:57:52+00:00,Spotify,Aysima Karçaaltıncaba,aaaaysimaaaa,Heavy Metal MCT,531GNQfZFLGveRbERYYUaw,https://open.spotify.com/playlist/531GNQfZFLGveRbERYYUaw,22,2026-07-03T10:35:53Z,aaaaysimaaaa,M017,Saxon,Thunderbolt,United Kingdom,2018,heavy metal,0ViETXmkc9BrgimhkqREGr,spotify:track:0ViETXmkc9BrgimhkqREGr,https://open.spotify.com/track/0ViETXmkc9BrgimhkqREGr,Thunderbolt,Saxon,71vVmHeNgCVSa5SVmfvscU,Saxon,https://open.spotify.com/artist/71vVmHeNgCVSa5SVmfvscU,463847,Spotify public artist page,,472829,2026-06-29T19:38:38+00:00,-8982,-0.018996296758447558,-613.5934735134263,,,,,"Spotify Development Mode response does not expose track popularity, artist popularity, followers, or public cumulative track streams; monthly listeners are the study proxy.",771jyaKpscWoNVSWGMox4A,Thunderbolt,album,2018-02-02,day,12,,190296927317,,C: © 2017 Silver Lining Music Ltd; P: ℗ 2017 Silver Lining Music Ltd,UKKY81700135,239639,1,2,False,True,False,rank,High,75.30,High,5.674705,10.0,68.333333,5.666374752
week1_13july,2026-07-14T10:57:52+00:00,Spotify,Aysima Karçaaltıncaba,aaaaysimaaaa,Heavy Metal MCT,531GNQfZFLGveRbERYYUaw,https://open.spotify.com/playlist/531GNQfZFLGveRbERYYUaw,23,2026-07-03T10:35:53Z,aaaaysimaaaa,M047,The HU,Wolf Totem,Mongolia,2018,heavy metal,7LSn5it9bQhJqyfEq1PM3l,spotify:track:7LSn5it9bQhJqyfEq1PM3l,https://open.spotify.com/track/7LSn5it9bQhJqyfEq1PM3l,Wolf Totem,The HU,0b2B3PwcYzQAhuJacmcYgc,The HU,https://open.spotify.com/artist/0b2B3PwcYzQAhuJacmcYgc,1560226,Spotify public artist page,,1657676,2026-06-29T19:38:38+00:00,-97450,-0.05878712124685403,-6657.168113324804,,,,,"Spotify Development Mode response does not expose track popularity, artist popularity, followers, or public cumulative track streams; monthly listeners are the study proxy.",4Lge00PEnR7Xb2ZKPItrys,The Gereg (Deluxe Edition),album,2020-07-10,day,15,,849320085201,,C: 2020 Endurance Music Group; P: 2020 Endurance Music Group,TCADY1880557,338000,1,2,False,True,False,rank,High,89.76,High,6.219500,5.0,85.0,6.193187511
week1_13july,2026-07-14T10:57:52+00:00,Spotify,Aysima Karçaaltıncaba,aaaaysimaaaa,Heavy Metal MCT,531GNQfZFLGveRbERYYUaw,https://open.spotify.com/playlist/531GNQfZFLGveRbERYYUaw,24,2026-07-03T10:35:53Z,aaaaysimaaaa,M058,Volbeat,The Devil's Bleeding Crown,Denmark,2016,heavy metal,3TjQAc2PzWzlSDrnq61J1y,spotify:track:3TjQAc2PzWzlSDrnq61J1y,https://open.spotify.com/track/3TjQAc2PzWzlSDrnq61J1y,The Devil's Bleeding Crown,Volbeat,0L5fC7Ogm2YwgqVCRcF1bT,Volbeat,https://open.spotify.com/artist/0L5fC7Ogm2YwgqVCRcF1bT,4708532,Spotify public artist page,,4886124,2026-06-29T19:38:38+00:00,-177592,-0.036346191787191645,-12131.963053684747,,,,,"Spotify Development Mode response does not expose track popularity, artist popularity, followers, or public cumulative track streams; monthly listeners are the study proxy.",3v78ZZiv9L2Fb5x5fC8kVC,Seal The Deal & Let's Boogie (Deluxe),album,2016-06-03,day,17,,00602547805720,,"C: © 2016 VOLBEAT, under exclusive license to Vertigo/Capitol, a division of Universal Music GmbH; P: ℗ 2016 VOLBEAT, under exclusive license to Vertigo/Capitol, a division of Universal Music GmbH",DKNE11600101,238653,1,1,False,True,False,rank,High,94.58,High,6.688965,2.0,95.0,6.672885526
week1_13july,2026-07-14T10:57:52+00:00,Spotify,Aysima Karçaaltıncaba,aaaaysimaaaa,Heavy Metal MCT,531GNQfZFLGveRbERYYUaw,https://open.spotify.com/playlist/531GNQfZFLGveRbERYYUaw,25,2026-07-03T10:35:53Z,aaaaysimaaaa,M019,Sabaton,Bismarck,Sweden,2019,power metal,39m87lOMd5ccENPVvAT7gH,spotify:track:39m87lOMd5ccENPVvAT7gH,https://open.spotify.com/track/39m87lOMd5ccENPVvAT7gH,Bismarck,Sabaton,3o2dn2O0FCVsWDFSh8qxgG,Sabaton,https://open.spotify.com/artist/3o2dn2O0FCVsWDFSh8qxgG,3180780,Spotify public artist page,,3239085,2026-06-29T19:38:38+00:00,-58305,-0.018000453831869184,-3983.029110799412,,,,,"Spotify Development Mode response does not expose track popularity, artist popularity, followers, or public cumulative track streams; monthly listeners are the study proxy.",3RIq2tHWbtfYMZmd6tPTwY,Bismarck,single,2019-05-17,day,1,,3616402647278,,C: 2019 Stuffed Beaver Ltd.; P: 2019 Stuffed Beaver Ltd.,SE6HE1900101,313984,1,1,False,True,False,rank,High,92.17,High,6.510422,3.0,91.666667,6.502533632
week1_13july,2026-07-14T10:57:52+00:00,Spotify,Aysima Karçaaltıncaba,aaaaysimaaaa,Heavy Metal MCT,531GNQfZFLGveRbERYYUaw,https://open.spotify.com/playlist/531GNQfZFLGveRbERYYUaw,26,2026-07-03T10:35:53Z,aaaaysimaaaa,M025,Beast in Black,Blind and Frozen,Finland,2017,power metal,7iOSeHfKU2EhSKcX7TbjKG,spotify:track:7iOSeHfKU2EhSKcX7TbjKG,https://open.spotify.com/track/7iOSeHfKU2EhSKcX7TbjKG,Blind And Frozen,Beast In Black,0rEuaTPLMhlViNCJrg3NEH,Beast In Black,https://open.spotify.com/artist/0rEuaTPLMhlViNCJrg3NEH,1273833,Spotify public artist page,,1271062,2026-06-29T19:38:38+00:00,2771,0.002180066747334119,189.29720720393055,,,,,"Spotify Development Mode response does not expose track popularity, artist popularity, followers, or public cumulative track streams; monthly listeners are the study proxy.",499iZ0iesrciB5jO9jSOWx,Berserker,album,2017-11-03,day,12,,0727361421533,,C: 2017 Nuclear Blast; P: 2017 Nuclear Blast,DED831701293,304596,1,2,False,True,False,rank,High,87.35,High,6.104167,7.0,78.333333,6.105112496
week1_13july,2026-07-14T10:57:52+00:00,Spotify,Aysima Karçaaltıncaba,aaaaysimaaaa,Heavy Metal MCT,531GNQfZFLGveRbERYYUaw,https://open.spotify.com/playlist/531GNQfZFLGveRbERYYUaw,27,2026-07-03T10:35:53Z,aaaaysimaaaa,M011,Accept,Teutonic Terror,Germany,2010,heavy metal,3crIa21lfjekujCQuGjlJT,spotify:track:3crIa21lfjekujCQuGjlJT,https://open.spotify.com/track/3crIa21lfjekujCQuGjlJT,Teutonic Terror,Accept,3JDIAtVrJdQ7GFOX26LYpv,Accept,https://open.spotify.com/artist/3JDIAtVrJdQ7GFOX26LYpv,1157194,Spotify public artist page,,1213609,2026-06-29T19:38:38+00:00,-56415,-0.04648531775884984,-3853.9162556512965,,,,,"Spotify Development Mode response does not expose track popularity, artist popularity, followers, or public cumulative track streams; monthly listeners are the study proxy.",0sUtCw0dDv0KC8zrnxlmY4,Blood of the Nations,album,2010-08-20,day,13,,0727361260538,,C: 2010 Nuclear Blast; P: 2010 Nuclear Blast,DED831000251,313586,1,2,False,True,False,rank,High,86.14,High,6.084079,8.0,75.0,6.063406173
week1_13july,2026-07-14T10:57:52+00:00,Spotify,Aysima Karçaaltıncaba,aaaaysimaaaa,Heavy Metal MCT,531GNQfZFLGveRbERYYUaw,https://open.spotify.com/playlist/531GNQfZFLGveRbERYYUaw,28,2026-07-03T10:35:53Z,aaaaysimaaaa,M001,Metallica,Moth Into Flame,United States,2016,heavy metal,3JjZq20Kv6UphyyirAaY9A,spotify:track:3JjZq20Kv6UphyyirAaY9A,https://open.spotify.com/track/3JjZq20Kv6UphyyirAaY9A,Moth Into Flame,Metallica,2ye2Wgw4gimLv2eAKyk1NB,Metallica,https://open.spotify.com/artist/2ye2Wgw4gimLv2eAKyk1NB,32264982,Spotify public artist page,,32848505,2026-06-29T19:38:38+00:00,-583523,-0.01776406567056857,-39862.60347862114,,,,,"Spotify Development Mode response does not expose track popularity, artist popularity, followers, or public cumulative track streams; monthly listeners are the study proxy.",7LwifLL1anaEd9eIIfIkx7,Hardwired…To Self-Destruct,album,2016-11-18,day,12,,00602557156225,,"C: © 2016 Blackened Recordings Inc., under exclusive licence to Universal International Music B.V.; P: ℗ 2016 Blackened Recordings Inc., under exclusive licence to Universal International Music B.V.",QMKHM1600380,350644,1,4,False,True,False,rank,High,99.40,High,7.516516,1.0,98.333333,7.508731427
week1_13july,2026-07-14T10:57:52+00:00,Spotify,Aysima Karçaaltıncaba,aaaaysimaaaa,Heavy Metal MCT,531GNQfZFLGveRbERYYUaw,https://open.spotify.com/playlist/531GNQfZFLGveRbERYYUaw,29,2026-07-03T10:35:53Z,aaaaysimaaaa,M018,DragonForce,Cry Thunder,United Kingdom,2012,power metal,45W8En2qul3ljQKzIbsyT4,spotify:track:45W8En2qul3ljQKzIbsyT4,https://open.spotify.com/track/45W8En2qul3ljQKzIbsyT4,Cry Thunder,DragonForce,2pH3wEn4eYlMMIIQyKPbVR,DragonForce,https://open.spotify.com/artist/2pH3wEn4eYlMMIIQyKPbVR,1812944,Spotify public artist page,,1856073,2026-06-29T19:38:38+00:00,-43129,-0.02323669381538334,-2946.3007035360233,,,,,"Spotify Development Mode response does not expose track popularity, artist popularity, followers, or public cumulative track streams; monthly listeners are the study proxy.",4gDzHd64ZlZo1PfRT8pHU8,The Power Within,album,2012-04-17,day,10,,4029759094791,,C: 2015 Electric Generation Recordings Ltd. under exclusive license to Edel Germany GmbH. earMUSIC is a project of Edel.; P: 2015 Electric Generation Recordings Ltd. under exclusive license to Edel Germany GmbH. earMUSIC is a project of Edel.,DEH841500444,317613,1,3,False,True,False,rank,High,90.96,High,6.268595,4.0,88.333333,6.258384389
week1_13july,2026-07-14T10:57:52+00:00,Spotify,Aysima Karçaaltıncaba,aaaaysimaaaa,Heavy Metal MCT,531GNQfZFLGveRbERYYUaw,https://open.spotify.com/playlist/531GNQfZFLGveRbERYYUaw,30,2026-07-03T10:35:53Z,aaaaysimaaaa,M030,Wind Rose,Drunken Dwarves,Italy,2019,power metal,4qxK1lnNoYm1kevG69mhHU,spotify:track:4qxK1lnNoYm1kevG69mhHU,https://open.spotify.com/track/4qxK1lnNoYm1kevG69mhHU,Drunken Dwarves,Wind Rose,67ps5pbKVO7V9Fcb4lTIXz,Wind Rose,https://open.spotify.com/artist/67ps5pbKVO7V9Fcb4lTIXz,710153,Spotify public artist page,,723787,2026-06-29T19:38:38+00:00,-13634,-0.018837033547162357,-931.3887127457197,,,,,"Spotify Development Mode response does not expose track popularity, artist popularity, followers, or public cumulative track streams; monthly listeners are the study proxy.",41qphLDtonmyZmvO5gnoui,Wintersaga,album,2019-09-27,day,9,,840588127931,,C: (C) 2019 Napalm Records Handels GmbH; P: (P) 2019 Napalm Records Handels GmbH,ATN261985903,272767,1,3,False,True,False,rank,High,80.12,High,5.859611,9.0,71.666667,5.851351926
