source_type,playlist_kind,week_folder,week_number,platform,user_folder,user_number,playlist_file,playlist_name,playlist_id,playlist_url,playlist_position,track_id,track_url,track_name,artist_name,primary_artist_id,album_name,release_date,duration_seconds,explicit,popularity_metric,popularity_value,popularity_display,popularity_log10,selection_tier,baseline_empirical_percentile,baseline_empirical_band,baseline_range_band,baseline_median_value,baseline_median_log10,ratio_vs_baseline_median,log10_delta_vs_baseline_median,style,country,expected_year,secondary_metric,secondary_value,secondary_display,available_country_count,video_or_track_type,captured_at_utc,source_account_or_profile,metadata_error
recommended,weekly_recommendation,Week1_21July,1,Spotify,User7,7,experiment_results/Week1_21July/Spotify/User7/Week1_User7_spotify_metadata.csv,Week 1-User7,5VlUNznEaGQKKZNZl1o67Z,https://open.spotify.com/playlist/5VlUNznEaGQKKZNZl1o67Z,20,5qKymwS7ymNUCRimGhiQkm,https://open.spotify.com/track/5qKymwS7ymNUCRimGhiQkm,Metal Is for Everyone,Freedom Call,55RDuy7cQW2Dqrcz3Jjl6F,Master of Light,2016-11-11,292.146,False,spotify_artist_monthly_listeners,97053,"97,053",4.987008964384957,,60.0,middle_third_vs_final_balanced,within_final_balanced_middle_range,30091.0,4.478139338658135,3.2253165398291848,0.5088696257268222,,,,spotify_track_api_popularity,,,0,track,2026-07-24T08:36:00+00:00,Aysima Karçaaltıncaba,
recommended,weekly_recommendation,Week1_21July,1,Spotify,User7,7,experiment_results/Week1_21July/Spotify/User7/Week1_User7_spotify_metadata.csv,Week 1-User7,5VlUNznEaGQKKZNZl1o67Z,https://open.spotify.com/playlist/5VlUNznEaGQKKZNZl1o67Z,21,4qgDlkfqsbZ0q5tOSp0nqE,https://open.spotify.com/track/4qgDlkfqsbZ0q5tOSp0nqE,Blood of Heroes,Týr,6TmGNPW2oDM5uaXBILozGa,Valkyrja,2013-09-17,221.506,False,spotify_artist_monthly_listeners,131903,"131,903",5.120254673246359,,63.333333333333336,middle_third_vs_final_balanced,within_final_balanced_middle_range,30091.0,4.478139338658135,4.383470140573594,0.6421153345882242,,,,spotify_track_api_popularity,,,0,track,2026-07-24T08:36:00+00:00,Aysima Karçaaltıncaba,
recommended,weekly_recommendation,Week1_21July,1,Spotify,User7,7,experiment_results/Week1_21July/Spotify/User7/Week1_User7_spotify_metadata.csv,Week 1-User7,5VlUNznEaGQKKZNZl1o67Z,https://open.spotify.com/playlist/5VlUNznEaGQKKZNZl1o67Z,22,2rV29Dueq15Cq4IyFgINDL,https://open.spotify.com/track/2rV29Dueq15Cq4IyFgINDL,Set This World on Fire,Rage,5TJVsWPUaJxBxWfVZQEt2x,Unity,2002-03-13,306.146,False,spotify_artist_monthly_listeners,92170,"92,170",4.964589587489903,,60.0,middle_third_vs_final_balanced,within_final_balanced_middle_range,30091.0,4.478139338658135,3.063042105612974,0.48645024883176813,,,,spotify_track_api_popularity,,,0,track,2026-07-24T08:36:00+00:00,Aysima Karçaaltıncaba,
recommended,weekly_recommendation,Week1_21July,1,Spotify,User7,7,experiment_results/Week1_21July/Spotify/User7/Week1_User7_spotify_metadata.csv,Week 1-User7,5VlUNznEaGQKKZNZl1o67Z,https://open.spotify.com/playlist/5VlUNznEaGQKKZNZl1o67Z,23,6nlP2XgdlmPDqq5bu5MBQF,https://open.spotify.com/track/6nlP2XgdlmPDqq5bu5MBQF,Bay of Pigs,Civil War,6lGzC0JJCotCU9QZ2Lgi8T,Gods & Generals,2015-05-11,334.200,False,spotify_artist_monthly_listeners,67364,"67,364",4.828427867184448,,56.666666666666664,middle_third_vs_final_balanced,within_final_balanced_middle_range,30091.0,4.478139338658135,2.2386760160845434,0.3502885285263133,,,,spotify_track_api_popularity,,,0,track,2026-07-24T08:36:00+00:00,Aysima Karçaaltıncaba,
recommended,weekly_recommendation,Week1_21July,1,Spotify,User7,7,experiment_results/Week1_21July/Spotify/User7/Week1_User7_spotify_metadata.csv,Week 1-User7,5VlUNznEaGQKKZNZl1o67Z,https://open.spotify.com/playlist/5VlUNznEaGQKKZNZl1o67Z,24,1NQCQj6x94ZBEPSODneBHw,https://open.spotify.com/track/1NQCQj6x94ZBEPSODneBHw,The Village of Dwarves,Rhapsody,0zQfrabOFYf36Ikb6PXcCY,Dawn of Victory,2000,232.173,False,spotify_artist_monthly_listeners,368660,"368,660",5.566626018751573,,66.66666666666667,middle_third_vs_final_balanced,between_final_balanced_tier_ranges,30091.0,4.478139338658135,12.251503771891928,1.088486680093438,,,,spotify_track_api_popularity,,,0,track,2026-07-24T08:36:00+00:00,Aysima Karçaaltıncaba,
recommended,weekly_recommendation,Week1_21July,1,Spotify,User7,7,experiment_results/Week1_21July/Spotify/User7/Week1_User7_spotify_metadata.csv,Week 1-User7,5VlUNznEaGQKKZNZl1o67Z,https://open.spotify.com/playlist/5VlUNznEaGQKKZNZl1o67Z,25,6tTv9op5ImYyTmpN9jX7PK,https://open.spotify.com/track/6tTv9op5ImYyTmpN9jX7PK,Send Me a Sign,Gamma Ray,6LZE884lDIsCSLHuTplfGp,Power Plant,1999-03-29,246.866,False,spotify_artist_monthly_listeners,170740,"170,740",5.232335277085655,,63.333333333333336,middle_third_vs_final_balanced,within_final_balanced_middle_range,30091.0,4.478139338658135,5.674121830447642,0.7541959384275199,,,,spotify_track_api_popularity,,,0,track,2026-07-24T08:36:00+00:00,Aysima Karçaaltıncaba,
recommended,weekly_recommendation,Week1_21July,1,Spotify,User7,7,experiment_results/Week1_21July/Spotify/User7/Week1_User7_spotify_metadata.csv,Week 1-User7,5VlUNznEaGQKKZNZl1o67Z,https://open.spotify.com/playlist/5VlUNznEaGQKKZNZl1o67Z,26,6NckTLOMeZFE9sqx4EyisQ,https://open.spotify.com/track/6NckTLOMeZFE9sqx4EyisQ,Spirit Never Die,Masterplan,1OHNvr18TssBKYK0A75yvx,Masterplan,2003-01-20,326.893,False,spotify_artist_monthly_listeners,184836,"184,836",5.266786561465773,,63.333333333333336,middle_third_vs_final_balanced,within_final_balanced_middle_range,30091.0,4.478139338658135,6.142567545113157,0.7886472228076382,,,,spotify_track_api_popularity,,,0,track,2026-07-24T08:36:00+00:00,Aysima Karçaaltıncaba,
recommended,weekly_recommendation,Week1_21July,1,Spotify,User7,7,experiment_results/Week1_21July/Spotify/User7/Week1_User7_spotify_metadata.csv,Week 1-User7,5VlUNznEaGQKKZNZl1o67Z,https://open.spotify.com/playlist/5VlUNznEaGQKKZNZl1o67Z,27,5CtKdgmm86gjAETNUqDJHQ,https://open.spotify.com/track/5CtKdgmm86gjAETNUqDJHQ,Moria,Bloodbound,6nf7iwR6AoROxfUKZWd1r6,Unholy Cross,2011-03-18,340.622,False,spotify_artist_monthly_listeners,295782,"295,782",5.470971741200654,,66.66666666666667,middle_third_vs_final_balanced,between_final_balanced_tier_ranges,30091.0,4.478139338658135,9.82958359642418,0.9928324025425193,,,,spotify_track_api_popularity,,,0,track,2026-07-24T08:36:00+00:00,Aysima Karçaaltıncaba,
recommended,weekly_recommendation,Week1_21July,1,Spotify,User7,7,experiment_results/Week1_21July/Spotify/User7/Week1_User7_spotify_metadata.csv,Week 1-User7,5VlUNznEaGQKKZNZl1o67Z,https://open.spotify.com/playlist/5VlUNznEaGQKKZNZl1o67Z,28,76jaUC95i1VXRmgVHY9Lh3,https://open.spotify.com/track/76jaUC95i1VXRmgVHY9Lh3,The Clarion Call,Falconer,1UKdnbreQFDmPg3Mhcjhkr,Chapters from a Vale Forlorn,2002-03-12,347.626,False,spotify_artist_monthly_listeners,49330,"49,330",4.693111115462141,,56.666666666666664,middle_third_vs_final_balanced,within_final_balanced_middle_range,30091.0,4.478139338658135,1.6393606061613106,0.21497177680400625,,,,spotify_track_api_popularity,,,0,track,2026-07-24T08:36:00+00:00,Aysima Karçaaltıncaba,
recommended,weekly_recommendation,Week1_21July,1,Spotify,User7,7,experiment_results/Week1_21July/Spotify/User7/Week1_User7_spotify_metadata.csv,Week 1-User7,5VlUNznEaGQKKZNZl1o67Z,https://open.spotify.com/playlist/5VlUNznEaGQKKZNZl1o67Z,29,1PiFUVjeIru5HkBAKwr44A,https://open.spotify.com/track/1PiFUVjeIru5HkBAKwr44A,Trollhammaren,Finntroll,4ZgkHVHmGPXuRy8zd26ZJX,Nattfödd,2004-04-19,212.240,False,spotify_artist_monthly_listeners,95853,"95,853",4.981605709942895,,60.0,middle_third_vs_final_balanced,within_final_balanced_middle_range,30091.0,4.478139338658135,3.185437506231099,0.5034663712847598,,,,spotify_track_api_popularity,,,0,track,2026-07-24T08:36:00+00:00,Aysima Karçaaltıncaba,
recommended,weekly_recommendation,Week1_21July,1,Spotify,User7,7,experiment_results/Week1_21July/Spotify/User7/Week1_User7_spotify_metadata.csv,Week 1-User7,5VlUNznEaGQKKZNZl1o67Z,https://open.spotify.com/playlist/5VlUNznEaGQKKZNZl1o67Z,30,0Wvq34MjCPA1ldMIavqmXA,https://open.spotify.com/track/0Wvq34MjCPA1ldMIavqmXA,Hephaistos,Warkings,7DXUeaMULtMVFmmaKFzH3E,Reborn,2018-11-16,246.546,True,spotify_artist_monthly_listeners,84187,"84,187",4.92524503373063,,60.0,middle_third_vs_final_balanced,within_final_balanced_middle_range,30091.0,4.478139338658135,2.7977468346017083,0.4471056950724952,,,,spotify_track_api_popularity,,,0,track,2026-07-24T08:36:00+00:00,Aysima Karçaaltıncaba,
recommended,weekly_recommendation,Week1_21July,1,Spotify,User8,8,experiment_results/Week1_21July/Spotify/User8/Week1_User8_spotify_metadata.csv,Week1-User8,6W1ai3xtubuTGHsxIqrP09,https://open.spotify.com/playlist/6W1ai3xtubuTGHsxIqrP09,1,0HlhtIdbSWSKW9DU5sXeFX,https://open.spotify.com/track/0HlhtIdbSWSKW9DU5sXeFX,Blade Runner,Beast In Black,0rEuaTPLMhlViNCJrg3NEH,Dark Connection,2021-10-29,247.967,False,spotify_artist_monthly_listeners,1264746,"1,264,746",6.1020033145438,,76.66666666666667,top_third_vs_final_balanced,within_final_balanced_high_range,30091.0,4.478139338658135,42.03070685587053,1.6238639758856648,,,,spotify_track_api_popularity,,,0,track,2026-07-24T08:36:00+00:00,Aysima Karçaaltıncaba,
recommended,weekly_recommendation,Week1_21July,1,Spotify,User8,8,experiment_results/Week1_21July/Spotify/User8/Week1_User8_spotify_metadata.csv,Week1-User8,6W1ai3xtubuTGHsxIqrP09,https://open.spotify.com/playlist/6W1ai3xtubuTGHsxIqrP09,2,0eV3PB3T0OxW4feG1DlOjQ,https://open.spotify.com/track/0eV3PB3T0OxW4feG1DlOjQ,Hearts on Fire,HammerFall,2o18h28enlHxj887tATc58,Crimson Thunder,2002-10-28,231.386,False,spotify_artist_monthly_listeners,858884,"858,884",5.93393451242058,,73.33333333333333,top_third_vs_final_balanced,within_final_balanced_high_range,30091.0,4.478139338658135,28.542886577381942,1.4557951737624446,,,,spotify_track_api_popularity,,,0,track,2026-07-24T08:36:00+00:00,Aysima Karçaaltıncaba,
recommended,weekly_recommendation,Week1_21July,1,Spotify,User8,8,experiment_results/Week1_21July/Spotify/User8/Week1_User8_spotify_metadata.csv,Week1-User8,6W1ai3xtubuTGHsxIqrP09,https://open.spotify.com/playlist/6W1ai3xtubuTGHsxIqrP09,3,3HQVanEnLlPtywbJai0uiG,https://open.spotify.com/track/3HQVanEnLlPtywbJai0uiG,Hunting High And Low,Stratovarius,1O8CSXsPwEqxcoBE360PPO,Infinite,2000-03-28,248.666,False,spotify_artist_monthly_listeners,845438,"845,438",5.927081764216234,,73.33333333333333,top_third_vs_final_balanced,within_final_balanced_high_range,30091.0,4.478139338658135,28.09604200591539,1.4489424255580987,,,,spotify_track_api_popularity,,,0,track,2026-07-24T08:36:00+00:00,Aysima Karçaaltıncaba,
recommended,weekly_recommendation,Week1_21July,1,Spotify,User8,8,experiment_results/Week1_21July/Spotify/User8/Week1_User8_spotify_metadata.csv,Week1-User8,6W1ai3xtubuTGHsxIqrP09,https://open.spotify.com/playlist/6W1ai3xtubuTGHsxIqrP09,4,09OnB8xeghs8FRnu4dJKmU,https://open.spotify.com/track/09OnB8xeghs8FRnu4dJKmU,Still Alive,Nocturnal Rites,0dSoaJ8iEP3aid30p18O2g,Grand Illusion,2006-07-13,242.626,False,spotify_artist_monthly_listeners,25447,"25,447",4.405636589806667,,40.0,middle_third_vs_final_balanced,within_final_balanced_middle_range,30091.0,4.478139338658135,0.8456681399754079,-0.07250274885146801,,,,spotify_track_api_popularity,,,0,track,2026-07-24T08:36:00+00:00,Aysima Karçaaltıncaba,
recommended,weekly_recommendation,Week1_21July,1,Spotify,User8,8,experiment_results/Week1_21July/Spotify/User8/Week1_User8_spotify_metadata.csv,Week1-User8,6W1ai3xtubuTGHsxIqrP09,https://open.spotify.com/playlist/6W1ai3xtubuTGHsxIqrP09,5,4gFhLQA90CAFuS0Ma8aIiX,https://open.spotify.com/track/4gFhLQA90CAFuS0Ma8aIiX,Mirror Mirror - Remastered 2007,Blind Guardian,7jxJ25p0pPjk0MStloN6o6,Nightfall in Middle Earth (Remastered 2007),1998-04-28,306.013,False,spotify_artist_monthly_listeners,594132,"594,132",5.7738829441443285,,70.0,top_third_vs_final_balanced,within_final_balanced_high_range,30091.0,4.478139338658135,19.744508324748264,1.2957436054861935,,,,spotify_track_api_popularity,,,0,track,2026-07-24T08:36:00+00:00,Aysima Karçaaltıncaba,
recommended,weekly_recommendation,Week1_21July,1,Spotify,User8,8,experiment_results/Week1_21July/Spotify/User8/Week1_User8_spotify_metadata.csv,Week1-User8,6W1ai3xtubuTGHsxIqrP09,https://open.spotify.com/playlist/6W1ai3xtubuTGHsxIqrP09,6,5HkvAtKEPDLmchWYmepqYB,https://open.spotify.com/track/5HkvAtKEPDLmchWYmepqYB,Hail and Kill,Manowar,4CzUzn54Cp9TQr6a7JIlMZ,Kings of Metal,1988-11-01,357.026,False,spotify_artist_monthly_listeners,1035240,"1,035,240",6.015041044085505,,73.33333333333333,top_third_vs_final_balanced,within_final_balanced_high_range,30091.0,4.478139338658135,34.40364228506863,1.5369017054273701,,,,spotify_track_api_popularity,,,0,track,2026-07-24T08:36:00+00:00,Aysima Karçaaltıncaba,
recommended,weekly_recommendation,Week1_21July,1,Spotify,User8,8,experiment_results/Week1_21July/Spotify/User8/Week1_User8_spotify_metadata.csv,Week1-User8,6W1ai3xtubuTGHsxIqrP09,https://open.spotify.com/playlist/6W1ai3xtubuTGHsxIqrP09,7,4mJmi9z3o1B6k2vry39Ufh,https://open.spotify.com/track/4mJmi9z3o1B6k2vry39Ufh,Heavy Metal Never Dies,Iron Savior,6COmyouHXwCeIGS1IFd1PA,The Landing,2011-11-18,254.386,False,spotify_artist_monthly_listeners,57678,"57,678",4.761010192695719,,56.666666666666664,middle_third_vs_final_balanced,within_final_balanced_middle_range,30091.0,4.478139338658135,1.9167857498919942,0.2828708540375837,,,,spotify_track_api_popularity,,,0,track,2026-07-24T08:36:00+00:00,Aysima Karçaaltıncaba,
recommended,weekly_recommendation,Week1_21July,1,Spotify,User8,8,experiment_results/Week1_21July/Spotify/User8/Week1_User8_spotify_metadata.csv,Week1-User8,6W1ai3xtubuTGHsxIqrP09,https://open.spotify.com/playlist/6W1ai3xtubuTGHsxIqrP09,8,4wEtmW6jIuPQ8NTYHbkOGm,https://open.spotify.com/track/4wEtmW6jIuPQ8NTYHbkOGm,King of Fools,Edguy,3AGFqPP3gt5rMSvhR87Xxu,The Singles,2008-11-14,215.320,False,spotify_artist_monthly_listeners,290277,"290,277",5.462812626018371,,66.66666666666667,middle_third_vs_final_balanced,between_final_balanced_tier_ranges,30091.0,4.478139338658135,9.64663852979296,0.984673287360236,,,,spotify_track_api_popularity,,,0,track,2026-07-24T08:36:00+00:00,Aysima Karçaaltıncaba,
recommended,weekly_recommendation,Week1_21July,1,Spotify,User8,8,experiment_results/Week1_21July/Spotify/User8/Week1_User8_spotify_metadata.csv,Week1-User8,6W1ai3xtubuTGHsxIqrP09,https://open.spotify.com/playlist/6W1ai3xtubuTGHsxIqrP09,9,0wwAkc9n9SfV27COAK2AUH,https://open.spotify.com/track/0wwAkc9n9SfV27COAK2AUH,Iron,Ensiferum,0krXCIkthz13P8o0v2tksH,Iron,2008-01-01,233.186,False,spotify_artist_monthly_listeners,193731,"193,731",5.287199120211757,,63.333333333333336,middle_third_vs_final_balanced,within_final_balanced_middle_range,30091.0,4.478139338658135,6.438170881658968,0.8090597815536222,,,,spotify_track_api_popularity,,,0,track,2026-07-24T08:36:00+00:00,Aysima Karçaaltıncaba,
recommended,weekly_recommendation,Week1_21July,1,Spotify,User8,8,experiment_results/Week1_21July/Spotify/User8/Week1_User8_spotify_metadata.csv,Week1-User8,6W1ai3xtubuTGHsxIqrP09,https://open.spotify.com/playlist/6W1ai3xtubuTGHsxIqrP09,10,07Vk1JPd5MgBJxdrMpnLNh,https://open.spotify.com/track/07Vk1JPd5MgBJxdrMpnLNh,The Book of Heavy Metal (March of the Metallians),Dream Evil,1bkf8u8ot6vEpWTJFBzKZB,The Book of Heavy Metal,2004-07-13,325.800,False,spotify_artist_monthly_listeners,167499,"167,499",5.2240122185622475,,63.333333333333336,middle_third_vs_final_balanced,within_final_balanced_middle_range,30091.0,4.478139338658135,5.566415207204812,0.7458728799041126,,,,spotify_track_api_popularity,,,0,track,2026-07-24T08:36:00+00:00,Aysima Karçaaltıncaba,
recommended,weekly_recommendation,Week1_21July,1,Spotify,User8,8,experiment_results/Week1_21July/Spotify/User8/Week1_User8_spotify_metadata.csv,Week1-User8,6W1ai3xtubuTGHsxIqrP09,https://open.spotify.com/playlist/6W1ai3xtubuTGHsxIqrP09,11,2x9DbLmcA7V3OZQHSq7I4L,https://open.spotify.com/track/2x9DbLmcA7V3OZQHSq7I4L,"Silent Night, Bodom Night",Children Of Bodom,1xUhNgw4eJDZfvumIpcz1B,Hatebreeder,1999-05-03,192.760,False,spotify_artist_monthly_listeners,758547,"758,547",5.8799824950875115,,73.33333333333333,top_third_vs_final_balanced,within_final_balanced_high_range,30091.0,4.478139338658135,25.208434415605996,1.4018431564293765,,,,spotify_track_api_popularity,,,0,track,2026-07-24T08:36:00+00:00,Aysima Karçaaltıncaba,
recommended,weekly_recommendation,Week1_21July,1,Spotify,User8,8,experiment_results/Week1_21July/Spotify/User8/Week1_User8_spotify_metadata.csv,Week1-User8,6W1ai3xtubuTGHsxIqrP09,https://open.spotify.com/playlist/6W1ai3xtubuTGHsxIqrP09,12,7xrNu3NxSQ0zAnB8ZSqUgq,https://open.spotify.com/track/7xrNu3NxSQ0zAnB8ZSqUgq,Till Seger,Sabaton,3o2dn2O0FCVsWDFSh8qxgG,Legends,2025-10-17,207.733,False,spotify_artist_monthly_listeners,3115408,"3,115,408",6.493514930785041,,90.0,top_third_vs_final_balanced,within_final_balanced_high_range,30091.0,4.478139338658135,103.53288358645442,2.0153755921269063,,,,spotify_track_api_popularity,,,0,track,2026-07-24T08:36:00+00:00,Aysima Karçaaltıncaba,
recommended,weekly_recommendation,Week1_21July,1,Spotify,User8,8,experiment_results/Week1_21July/Spotify/User8/Week1_User8_spotify_metadata.csv,Week1-User8,6W1ai3xtubuTGHsxIqrP09,https://open.spotify.com/playlist/6W1ai3xtubuTGHsxIqrP09,13,3OdsSVAdClWuGRF9ZKslLA,https://open.spotify.com/track/3OdsSVAdClWuGRF9ZKslLA,Valley of the Kings,Gamma Ray,6LZE884lDIsCSLHuTplfGp,Somewhere out in Space,1997-08-25,230.840,False,spotify_artist_monthly_listeners,170740,"170,740",5.232335277085655,,63.333333333333336,middle_third_vs_final_balanced,within_final_balanced_middle_range,30091.0,4.478139338658135,5.674121830447642,0.7541959384275199,,,,spotify_track_api_popularity,,,0,track,2026-07-24T08:36:00+00:00,Aysima Karçaaltıncaba,
recommended,weekly_recommendation,Week1_21July,1,Spotify,User8,8,experiment_results/Week1_21July/Spotify/User8/Week1_User8_spotify_metadata.csv,Week1-User8,6W1ai3xtubuTGHsxIqrP09,https://open.spotify.com/playlist/6W1ai3xtubuTGHsxIqrP09,14,0V2Jge35CQn1Hc9hNBmdbm,https://open.spotify.com/track/0V2Jge35CQn1Hc9hNBmdbm,The End Is Near,Primal Fear,1yfiDL3YUEJlQCgb5Pun6g,Rulebreaker,2016-01-29,266.964,False,spotify_artist_monthly_listeners,105691,"105,691",5.024038007016501,,60.0,middle_third_vs_final_balanced,within_final_balanced_middle_range,30091.0,4.478139338658135,3.512379116679406,0.5458986683583662,,,,spotify_track_api_popularity,,,0,track,2026-07-24T08:36:00+00:00,Aysima Karçaaltıncaba,
recommended,weekly_recommendation,Week1_21July,1,Spotify,User8,8,experiment_results/Week1_21July/Spotify/User8/Week1_User8_spotify_metadata.csv,Week1-User8,6W1ai3xtubuTGHsxIqrP09,https://open.spotify.com/playlist/6W1ai3xtubuTGHsxIqrP09,15,3hfgxj1PpTUUdgU0P8Nt7e,https://open.spotify.com/track/3hfgxj1PpTUUdgU0P8Nt7e,Down from the Mountain,Allen Lande,2hxa4ytcni5FUIK8IR27tX,The Great Divide,2014-10-17,246.295,False,spotify_artist_monthly_listeners,53997,"53,997",4.732369631681519,,56.666666666666664,middle_third_vs_final_balanced,within_final_balanced_middle_range,30091.0,4.478139338658135,1.794456814329866,0.25423029302338396,,,,spotify_track_api_popularity,,,0,track,2026-07-24T08:36:00+00:00,Aysima Karçaaltıncaba,
recommended,weekly_recommendation,Week1_21July,1,Spotify,User8,8,experiment_results/Week1_21July/Spotify/User8/Week1_User8_spotify_metadata.csv,Week1-User8,6W1ai3xtubuTGHsxIqrP09,https://open.spotify.com/playlist/6W1ai3xtubuTGHsxIqrP09,16,1P5B3ARqjPkB9yCNPZq9jV,https://open.spotify.com/track/1P5B3ARqjPkB9yCNPZq9jV,Rebellion (The Clans Are Marching) - Remastered Version,Grave Digger,6mfghV4I1CD17FOhDKq7cJ,Tunes Of War (Remastered 2006),1996,244.760,False,spotify_artist_monthly_listeners,74393,"74,393",4.871532072583568,,60.0,middle_third_vs_final_balanced,within_final_balanced_middle_range,30091.0,4.478139338658135,2.472267455385331,0.39339273392543284,,,,spotify_track_api_popularity,,,0,track,2026-07-24T08:36:00+00:00,Aysima Karçaaltıncaba,
recommended,weekly_recommendation,Week1_21July,1,Spotify,User8,8,experiment_results/Week1_21July/Spotify/User8/Week1_User8_spotify_metadata.csv,Week1-User8,6W1ai3xtubuTGHsxIqrP09,https://open.spotify.com/playlist/6W1ai3xtubuTGHsxIqrP09,17,2NCh5hwrluY1w5D3BxDXMq,https://open.spotify.com/track/2NCh5hwrluY1w5D3BxDXMq,Under Jolly Roger,Running Wild,7954VFaZClkL503srfV5PE,Under Jolly Roger,1987-01-01,282.560,False,spotify_artist_monthly_listeners,98617,"98,617",4.993951786845871,,60.0,middle_third_vs_final_balanced,within_final_balanced_middle_range,30091.0,4.478139338658135,3.27729221361869,0.5158124481877362,,,,spotify_track_api_popularity,,,0,track,2026-07-24T08:36:00+00:00,Aysima Karçaaltıncaba,
recommended,weekly_recommendation,Week1_21July,1,Spotify,User8,8,experiment_results/Week1_21July/Spotify/User8/Week1_User8_spotify_metadata.csv,Week1-User8,6W1ai3xtubuTGHsxIqrP09,https://open.spotify.com/playlist/6W1ai3xtubuTGHsxIqrP09,18,1NQCQj6x94ZBEPSODneBHw,https://open.spotify.com/track/1NQCQj6x94ZBEPSODneBHw,The Village of Dwarves,Rhapsody,0zQfrabOFYf36Ikb6PXcCY,Dawn of Victory,2000,232.173,False,spotify_artist_monthly_listeners,368660,"368,660",5.566626018751573,,66.66666666666667,middle_third_vs_final_balanced,between_final_balanced_tier_ranges,30091.0,4.478139338658135,12.251503771891928,1.088486680093438,,,,spotify_track_api_popularity,,,0,track,2026-07-24T08:36:00+00:00,Aysima Karçaaltıncaba,
recommended,weekly_recommendation,Week1_21July,1,Spotify,User8,8,experiment_results/Week1_21July/Spotify/User8/Week1_User8_spotify_metadata.csv,Week1-User8,6W1ai3xtubuTGHsxIqrP09,https://open.spotify.com/playlist/6W1ai3xtubuTGHsxIqrP09,19,2rV29Dueq15Cq4IyFgINDL,https://open.spotify.com/track/2rV29Dueq15Cq4IyFgINDL,Set This World on Fire,Rage,5TJVsWPUaJxBxWfVZQEt2x,Unity,2002-03-13,306.146,False,spotify_artist_monthly_listeners,92170,"92,170",4.964589587489903,,60.0,middle_third_vs_final_balanced,within_final_balanced_middle_range,30091.0,4.478139338658135,3.063042105612974,0.48645024883176813,,,,spotify_track_api_popularity,,,0,track,2026-07-24T08:36:00+00:00,Aysima Karçaaltıncaba,
recommended,weekly_recommendation,Week1_21July,1,Spotify,User8,8,experiment_results/Week1_21July/Spotify/User8/Week1_User8_spotify_metadata.csv,Week1-User8,6W1ai3xtubuTGHsxIqrP09,https://open.spotify.com/playlist/6W1ai3xtubuTGHsxIqrP09,20,6NckTLOMeZFE9sqx4EyisQ,https://open.spotify.com/track/6NckTLOMeZFE9sqx4EyisQ,Spirit Never Die,Masterplan,1OHNvr18TssBKYK0A75yvx,Masterplan,2003-01-20,326.893,False,spotify_artist_monthly_listeners,184836,"184,836",5.266786561465773,,63.333333333333336,middle_third_vs_final_balanced,within_final_balanced_middle_range,30091.0,4.478139338658135,6.142567545113157,0.7886472228076382,,,,spotify_track_api_popularity,,,0,track,2026-07-24T08:36:00+00:00,Aysima Karçaaltıncaba,
recommended,weekly_recommendation,Week1_21July,1,Spotify,User8,8,experiment_results/Week1_21July/Spotify/User8/Week1_User8_spotify_metadata.csv,Week1-User8,6W1ai3xtubuTGHsxIqrP09,https://open.spotify.com/playlist/6W1ai3xtubuTGHsxIqrP09,21,5oJE6PFEhiRnY7SCspZF4k,https://open.spotify.com/track/5oJE6PFEhiRnY7SCspZF4k,Freedom Call,Freedom Call,55RDuy7cQW2Dqrcz3Jjl6F,Crystal Empire,2001-01-22,319.280,False,spotify_artist_monthly_listeners,97053,"97,053",4.987008964384957,,60.0,middle_third_vs_final_balanced,within_final_balanced_middle_range,30091.0,4.478139338658135,3.2253165398291848,0.5088696257268222,,,,spotify_track_api_popularity,,,0,track,2026-07-24T08:36:00+00:00,Aysima Karçaaltıncaba,
recommended,weekly_recommendation,Week1_21July,1,Spotify,User8,8,experiment_results/Week1_21July/Spotify/User8/Week1_User8_spotify_metadata.csv,Week1-User8,6W1ai3xtubuTGHsxIqrP09,https://open.spotify.com/playlist/6W1ai3xtubuTGHsxIqrP09,22,7ACH45QQtgGPFzWJbiirXN,https://open.spotify.com/track/7ACH45QQtgGPFzWJbiirXN,Rain of Fury,Rhapsody Of Fire,3IjLXN4eSksdGj8uDE4Jm1,The Eighth Mountain,2019-02-22,249.386,False,spotify_artist_monthly_listeners,239721,"239,721",5.379706080694629,,66.66666666666667,middle_third_vs_final_balanced,between_final_balanced_tier_ranges,30091.0,4.478139338658135,7.966534844305606,0.9015667420364943,,,,spotify_track_api_popularity,,,0,track,2026-07-24T08:36:00+00:00,Aysima Karçaaltıncaba,
recommended,weekly_recommendation,Week1_21July,1,Spotify,User8,8,experiment_results/Week1_21July/Spotify/User8/Week1_User8_spotify_metadata.csv,Week1-User8,6W1ai3xtubuTGHsxIqrP09,https://open.spotify.com/playlist/6W1ai3xtubuTGHsxIqrP09,23,7LYxaN0EpwhRoheZ3eySLw,https://open.spotify.com/track/7LYxaN0EpwhRoheZ3eySLw,Princess of the Night - 2009 Remaster,Saxon,71vVmHeNgCVSa5SVmfvscU,Denim and Leather (2009 Remaster),1981,242.573,False,spotify_artist_monthly_listeners,460312,"460,312",5.663052296783724,,66.66666666666667,middle_third_vs_final_balanced,between_final_balanced_tier_ranges,30091.0,4.478139338658135,15.297331428001728,1.1849129581255893,,,,spotify_track_api_popularity,,,0,track,2026-07-24T08:36:00+00:00,Aysima Karçaaltıncaba,
