user,requested_playlist_name,actual_playlist_name,playlist_id,playlist_url,tracks,tracks_with_primary_artist_monthly_listeners,csv_path,json_path
User1,Week3_User1,Week3_User1,2sgO7V5lFfFNoz1EQN4dhd,https://open.spotify.com/playlist/2sgO7V5lFfFNoz1EQN4dhd,30,30,/Users/akarcaal/Development/ReposMCT/PopularityAnalyzer/experiment_results/Week3_04August/Spotify/User1/Week3_User1_spotify_metadata.csv,/Users/akarcaal/Development/ReposMCT/PopularityAnalyzer/experiment_results/Week3_04August/Spotify/User1/Week3_User1_spotify_metadata.json
User2,Week3_User2,Week3_User2,7q48Cbi1jSLsfqUWaL4Stv,https://open.spotify.com/playlist/7q48Cbi1jSLsfqUWaL4Stv,30,30,/Users/akarcaal/Development/ReposMCT/PopularityAnalyzer/experiment_results/Week3_04August/Spotify/User2/Week3_User2_spotify_metadata.csv,/Users/akarcaal/Development/ReposMCT/PopularityAnalyzer/experiment_results/Week3_04August/Spotify/User2/Week3_User2_spotify_metadata.json
User3,Week3_User3,Week3_User3,0Qlc36m7mQUtUJsdrWnLUw,https://open.spotify.com/playlist/0Qlc36m7mQUtUJsdrWnLUw,30,30,/Users/akarcaal/Development/ReposMCT/PopularityAnalyzer/experiment_results/Week3_04August/Spotify/User3/Week3_User3_spotify_metadata.csv,/Users/akarcaal/Development/ReposMCT/PopularityAnalyzer/experiment_results/Week3_04August/Spotify/User3/Week3_User3_spotify_metadata.json
User4,Week3_User4,Week3_User4,7hv81705TtkbuFZeqldS3a,https://open.spotify.com/playlist/7hv81705TtkbuFZeqldS3a,30,30,/Users/akarcaal/Development/ReposMCT/PopularityAnalyzer/experiment_results/Week3_04August/Spotify/User4/Week3_User4_spotify_metadata.csv,/Users/akarcaal/Development/ReposMCT/PopularityAnalyzer/experiment_results/Week3_04August/Spotify/User4/Week3_User4_spotify_metadata.json
User5,Week3_User5,Week3_User5,3msdGvdtiBSggaEAPIHECV,https://open.spotify.com/playlist/3msdGvdtiBSggaEAPIHECV,30,30,/Users/akarcaal/Development/ReposMCT/PopularityAnalyzer/experiment_results/Week3_04August/Spotify/User5/Week3_User5_spotify_metadata.csv,/Users/akarcaal/Development/ReposMCT/PopularityAnalyzer/experiment_results/Week3_04August/Spotify/User5/Week3_User5_spotify_metadata.json
User6,Week3_User6,Week3_User6,5UA5sL1s0VDrxwLf8kZlcG,https://open.spotify.com/playlist/5UA5sL1s0VDrxwLf8kZlcG,30,30,/Users/akarcaal/Development/ReposMCT/PopularityAnalyzer/experiment_results/Week3_04August/Spotify/User6/Week3_User6_spotify_metadata.csv,/Users/akarcaal/Development/ReposMCT/PopularityAnalyzer/experiment_results/Week3_04August/Spotify/User6/Week3_User6_spotify_metadata.json
User7,Week3_User7,Week3_User7,407LSlv32OQrHMXNdQ8Z3A,https://open.spotify.com/playlist/407LSlv32OQrHMXNdQ8Z3A,30,30,/Users/akarcaal/Development/ReposMCT/PopularityAnalyzer/experiment_results/Week3_04August/Spotify/User7/Week3_User7_spotify_metadata.csv,/Users/akarcaal/Development/ReposMCT/PopularityAnalyzer/experiment_results/Week3_04August/Spotify/User7/Week3_User7_spotify_metadata.json
User8,Week3_User8,Week3_User8,6Vv7HAJxpyaeakkrXA2RAB,https://open.spotify.com/playlist/6Vv7HAJxpyaeakkrXA2RAB,30,30,/Users/akarcaal/Development/ReposMCT/PopularityAnalyzer/experiment_results/Week3_04August/Spotify/User8/Week3_User8_spotify_metadata.csv,/Users/akarcaal/Development/ReposMCT/PopularityAnalyzer/experiment_results/Week3_04August/Spotify/User8/Week3_User8_spotify_metadata.json
User9,Week3_User9,Week3_User9,5N5K8NaH6dgGHqesuup7Ts,https://open.spotify.com/playlist/5N5K8NaH6dgGHqesuup7Ts,30,30,/Users/akarcaal/Development/ReposMCT/PopularityAnalyzer/experiment_results/Week3_04August/Spotify/User9/Week3_User9_spotify_metadata.csv,/Users/akarcaal/Development/ReposMCT/PopularityAnalyzer/experiment_results/Week3_04August/Spotify/User9/Week3_User9_spotify_metadata.json
User10,Week3_User10,Week3_User10,1swFQSI7ezOt6WepGqSqbN,https://open.spotify.com/playlist/1swFQSI7ezOt6WepGqSqbN,30,30,/Users/akarcaal/Development/ReposMCT/PopularityAnalyzer/experiment_results/Week3_04August/Spotify/User10/Week3_User10_spotify_metadata.csv,/Users/akarcaal/Development/ReposMCT/PopularityAnalyzer/experiment_results/Week3_04August/Spotify/User10/Week3_User10_spotify_metadata.json
